Experiment	GeneId	Transcript	Expression	Feature_type	Feature	Index	Length	Start	End
AML	ENSG00000254531.1	ENST00000527564.1	2.840002300993455	Transcript					
AML	ENSG00000176182.5	ENST00000322217.5	2.5899838086820095	Transcript					
AML	ENSG00000176182.5	ENST00000322217.5	2.5899838086820095	Pfam	PF13873	1	76	16	92
AML	ENSG00000282308.1	ENST00000631724.1	0.36000732113408934	Transcript					
AML	ENSG00000213750.4	ENST00000492365.1	0.009999639102394372	Transcript					
AML	ENSG00000230204.1	ENST00000425761.1	0.0700018290491679	Transcript					
AML	ENSG00000261499.2	ENST00000569955.2	0.040000917377944104	Transcript					
AML	ENSG00000267282.1	ENST00000585408.1	0.34998955414288524	Transcript					
AML	ENSG00000232220.2	ENST00000413496.2	0.10999757015245683	Transcript					
AML	ENSG00000174529.7	ENST00000367167.4	0.34998955414288524	Transcript					
AML	ENSG00000170962.12	ENST00000393158.6	0.04999854862398112	Transcript					
AML	ENSG00000170962.12	ENST00000393158.6	0.04999854862398112	Pfam	PF00341	1	90	272	362
AML	ENSG00000170962.12	ENST00000393158.6	0.04999854862398112	Pfam	PF00431	1	108	59	167
AML	ENSG00000121089.4	ENST00000359690.2	0.43001201741405454	Transcript					
AML	ENSG00000255737.2	ENST00000542466.2	0.12000176527428984	Transcript					
AML	ENSG00000213055.3	ENST00000451177.1	0.18000481741051896	Transcript					
AML	ENSG00000280042.1	ENST00000624807.1	0.009999639102394372	Transcript					
AML	ENSG00000249055.1	ENST00000512475.1	0.920017197435768	Transcript					
AML	ENSG00000213279.2	ENST00000393264.2	0.0700018290491679	Transcript					
AML	ENSG00000233627.2	ENST00000458633.1	0.029999741597562815	Transcript					
AML	ENSG00000160072.19	ENST00000308647.7	3.2699279931526175	Transcript					
AML	ENSG00000160072.19	ENST00000308647.7	3.2699279931526175	Pfam	PF00004	1	126	348	474
AML	ENSG00000160072.19	ENST00000308647.7	3.2699279931526175	Pfam	PF12037	1	262	24	286
AML	ENSG00000234297.2	ENST00000422292.2	0.019999517644104813	Transcript					
AML	ENSG00000173928.2	ENST00000312423.2	1.1999699057263682	Transcript					
AML	ENSG00000173928.2	ENST00000312423.2	1.1999699057263682	Pfam	PF05729	1	112	8	120
AML	ENSG00000269296.1	ENST00000598952.1	0.009999639102394372	Transcript					
AML	ENSG00000253200.1	ENST00000521025.1	1.4800291126283682	Transcript					
AML	ENSG00000224638.1	ENST00000418620.1	0.060001985048514034	Transcript					
AML	ENSG00000280022.1	ENST00000625174.1	0.14999785912328753	Transcript					
AML	ENSG00000219529.2	ENST00000404439.2	2.1499887809147564	Transcript					
AML	ENSG00000226457.1	ENST00000445689.1	0.44001511270093324	Transcript					
AML	ENSG00000137168.7	ENST00000373699.5	2.0499609167707646	Transcript					
AML	ENSG00000137168.7	ENST00000373699.5	2.0499609167707646	Pfam	PF00160	1	147	15	162
AML	ENSG00000137168.7	ENST00000373699.5	2.0499609167707646	Prosite	PS00170	1	17	48	65
AML	ENSG00000101367.8	ENST00000375571.5	45.10976979197412	Transcript					
AML	ENSG00000101367.8	ENST00000375571.5	45.10976979197412	Pfam	PF03271	1	38	210	248
AML	ENSG00000101367.8	ENST00000375571.5	45.10976979197412	Pfam	PF00307	1	97	18	115
AML	ENSG00000250081.1	ENST00000510261.1	0.09999809593774907	Transcript					
AML	ENSG00000188163.7	ENST00000344774.5	0.029999741597562815	Transcript					
AML	ENSG00000188163.7	ENST00000344774.5	0.029999741597562815	Pfam	PF10629	1	61	13	74
AML	ENSG00000229816.1	ENST00000438163.1	0.09999809593774907	Transcript					
AML	ENSG00000272425.1	ENST00000606235.1	0.009999639102394372	Transcript					
AML	ENSG00000132881.11	ENST00000375599.7	0.34998955414288524	Transcript					
AML	ENSG00000132881.11	ENST00000375599.7	0.34998955414288524	Pfam	PF08477	1	121	57	178
AML	ENSG00000220494.4	ENST00000401504.2	0.060001985048514034	Transcript					
AML	ENSG00000243554.1	ENST00000453589.1	0.15999636271947112	Transcript					
AML	ENSG00000263531.1	ENST00000584157.1	0.1700037656548274	Transcript					
AML	ENSG00000185641.6	ENST00000469891.2	12.650179569992714	Transcript					
AML	ENSG00000270074.1	ENST00000602981.1	0.04999854862398112	Transcript					
AML	ENSG00000225230.1	ENST00000453721.1	0.060001985048514034	Transcript					
AML	ENSG00000259918.1	ENST00000567995.1	0.0700018290491679	Transcript					
AML	ENSG00000168411.13	ENST00000361070.8	5.230047970196154	Transcript					
AML	ENSG00000168411.13	ENST00000361070.8	5.230047970196154	Pfam	PF00400	1	28	496	524
AML	ENSG00000168411.13	ENST00000361070.8	5.230047970196154	Pfam	PF13639	1	45	285	330
AML	ENSG00000185304.13	ENST00000398146.3	0.14999785912328753	Transcript					
AML	ENSG00000185304.13	ENST00000398146.3	0.14999785912328753	Pfam	PF00638	1	120	1041	1161
AML	ENSG00000185304.13	ENST00000398146.3	0.14999785912328753	Pfam	PF00638	1	120	1338	1458
AML	ENSG00000185304.13	ENST00000398146.3	0.14999785912328753	Pfam	PF01465	1	43	1697	1740
AML	ENSG00000185304.13	ENST00000398146.3	0.14999785912328753	Pfam	PF00515	1	30	60	90
AML	ENSG00000245156.1	ENST00000501708.1	0.2700066202855875	Transcript					
AML	ENSG00000123610.4	ENST00000243347.4	0.33998968423545123	Transcript					
AML	ENSG00000123610.4	ENST00000243347.4	0.33998968423545123	Pfam	PF00193	1	92	36	128
AML	ENSG00000123610.4	ENST00000243347.4	0.33998968423545123	Pfam	PF00431	1	109	135	244
AML	ENSG00000123610.4	ENST00000243347.4	0.33998968423545123	Prosite	PS01241	1	45	58	103
AML	ENSG00000240791.1	ENST00000431728.1	0.10999757015245683	Transcript					
AML	ENSG00000162517.12	ENST00000373703.4	15.91052269877143	Transcript					
AML	ENSG00000162517.12	ENST00000373703.4	15.91052269877143	Pfam	PF13499	1	55	123	178
AML	ENSG00000162517.12	ENST00000373703.4	15.91052269877143	Pfam	PF13499	1	92	186	278
AML	ENSG00000162517.12	ENST00000373703.4	15.91052269877143	Prosite	PS00018	1	12	127	139
AML	ENSG00000162517.12	ENST00000373703.4	15.91052269877143	Prosite	PS00018	1	12	194	206
AML	ENSG00000177337.7	ENST00000317114.1	0.36000732113408934	Transcript					
AML	ENSG00000260977.1	ENST00000568862.1	0.0800019247705772	Transcript					
AML	ENSG00000269403.1	ENST00000600067.1	0.12999648446658976	Transcript					
AML	ENSG00000173110.7	ENST00000309758.5	0.7500079057650569	Transcript					
AML	ENSG00000173110.7	ENST00000309758.5	0.7500079057650569	Pfam	PF00012	1	605	8	613
AML	ENSG00000173110.7	ENST00000309758.5	0.7500079057650569	Prosite	PS00329	1	13	199	212
AML	ENSG00000173110.7	ENST00000309758.5	0.7500079057650569	Prosite	PS00297	1	7	11	18
AML	ENSG00000173110.7	ENST00000309758.5	0.7500079057650569	Prosite	PS01036	1	14	336	350
AML	ENSG00000279382.1	ENST00000622927.1	0.5799959451451767	Transcript					
AML	ENSG00000219023.1	ENST00000403958.1	0.5600106252108901	Transcript					
AML	ENSG00000169245.5	ENST00000306602.2	0.14000321863040419	Transcript					
AML	ENSG00000169245.5	ENST00000306602.2	0.14000321863040419	Pfam	PF00048	1	60	28	88
AML	ENSG00000169245.5	ENST00000306602.2	0.14000321863040419	Prosite	PS00471	1	46	30	76
AML	ENSG00000278679.1	ENST00000615155.1	0.04999854862398112	Transcript					
AML	ENSG00000124126.13	ENST00000371941.3	11.30016814987981	Transcript					
AML	ENSG00000124126.13	ENST00000371941.3	11.30016814987981	Pfam	PF00621	1	186	53	239
AML	ENSG00000124126.13	ENST00000371941.3	11.30016814987981	Pfam	PF00169	1	114	274	388
AML	ENSG00000124126.13	ENST00000371941.3	11.30016814987981	Pfam	PF00610	1	66	428	494
AML	ENSG00000124126.13	ENST00000371941.3	11.30016814987981	Pfam	PF00610	1	64	529	593
AML	ENSG00000124126.13	ENST00000371941.3	11.30016814987981	Prosite	PS00741	1	25	188	213
AML	ENSG00000238061.2	ENST00000413701.2	0.0800019247705772	Transcript					
AML	ENSG00000226525.5	ENST00000464254.1	2.769987110486564	Transcript					
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Transcript					
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF01352	1	40	4	44
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	22	352	374
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	23	379	402
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	23	267	290
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	23	491	514
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	23	408	431
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	23	436	459
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	22	184	206
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	23	463	486
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	23	239	262
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	22	155	177
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	24	295	319
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	23	211	234
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Pfam	PF13465	1	24	322	346
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	366	386
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	170	190
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	282	302
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	394	414
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	506	526
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	310	330
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	254	274
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	422	442
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	338	358
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	226	246
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	450	470
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	478	498
AML	ENSG00000196646.11	ENST00000343979.5	2.5500656036219516	Prosite	PS00028	1	20	198	218
AML	ENSG00000238246.1	ENST00000451584.1	0.0899993468124429	Transcript					
AML	ENSG00000273155.1	ENST00000410042.1	0.15999636271947112	Transcript					
AML	ENSG00000273155.1	ENST00000410042.1	0.15999636271947112	Pfam	PF00327	1	50	67	117
AML	ENSG00000267651.1	ENST00000589715.1	0.009999639102394372	Transcript					
AML	ENSG00000263366.2	ENST00000580133.2	0.0899993468124429	Transcript					
AML	ENSG00000113575.9	ENST00000481195.5	22.579413494539075	Transcript					
AML	ENSG00000113575.9	ENST00000481195.5	22.579413494539075	Pfam	PF00149	1	192	51	243
AML	ENSG00000113575.9	ENST00000481195.5	22.579413494539075	Prosite	PS00125	1	5	114	119
AML	ENSG00000233547.1	ENST00000369391.3	0.2999926159788371	Transcript					
AML	ENSG00000203684.5	ENST00000496552.1	0.09999809593774907	Transcript					
AML	ENSG00000154079.5	ENST00000370474.3	1.19002194862203	Transcript					
AML	ENSG00000154079.5	ENST00000370474.3	1.19002194862203	Pfam	PF07896	1	42	66	108
AML	ENSG00000226328.6	ENST00000426282.6	0.5200161508304486	Transcript					
AML	ENSG00000144567.10	ENST00000430297.6	3.2199806638985087	Transcript					
AML	ENSG00000144567.10	ENST00000430297.6	3.2199806638985087	Pfam	PF02453	1	152	72	224
AML	ENSG00000272518.1	ENST00000606512.1	0.34998955414288524	Transcript					
AML	ENSG00000279103.1	ENST00000624638.1	0.0700018290491679	Transcript					
AML	ENSG00000164902.13	ENST00000297540.4	0.5200161508304486	Transcript					
AML	ENSG00000164902.13	ENST00000297540.4	0.5200161508304486	Pfam	PF10258	1	86	229	315
AML	ENSG00000183813.6	ENST00000330953.5	0.09999809593774907	Transcript					
AML	ENSG00000183813.6	ENST00000330953.5	0.09999809593774907	Pfam	PF00001	1	248	56	304
AML	ENSG00000183813.6	ENST00000330953.5	0.09999809593774907	Prosite	PS00237	1	16	123	139
AML	ENSG00000260293.2	ENST00000561847.2	0.040000917377944104	Transcript					
AML	ENSG00000275464.3	ENST00000617716.3	0.8499816924419489	Transcript					
AML	ENSG00000275464.3	ENST00000617716.3	0.8499816924419489	Pfam	PF04003	1	106	770	876
AML	ENSG00000275464.3	ENST00000617716.3	0.8499816924419489	Pfam	PF00400	1	36	493	529
AML	ENSG00000275464.3	ENST00000617716.3	0.8499816924419489	Pfam	PF00400	1	32	369	401
AML	ENSG00000275464.3	ENST00000617716.3	0.8499816924419489	Pfam	PF00400	1	36	407	443
AML	ENSG00000275464.3	ENST00000617716.3	0.8499816924419489	Prosite	PS00678	1	14	388	402
AML	ENSG00000275464.3	ENST00000617716.3	0.8499816924419489	Prosite	PS00678	1	14	516	530
AML	ENSG00000254527.1	ENST00000526818.1	0.029999741597562815	Transcript					
AML	ENSG00000262652.1	ENST00000570869.1	0.5200161508304486	Transcript					
AML	ENSG00000158864.12	ENST00000367993.7	11.6598415105259	Transcript					
AML	ENSG00000158864.12	ENST00000367993.7	11.6598415105259	Pfam	PF00346	1	270	193	463
AML	ENSG00000158864.12	ENST00000367993.7	11.6598415105259	Prosite	PS00535	1	11	116	127
AML	ENSG00000261098.1	ENST00000561746.1	0.2399991561447902	Transcript					
AML	ENSG00000130309.10	ENST00000252599.8	8.629834154456727	Transcript					
AML	ENSG00000130309.10	ENST00000252599.8	8.629834154456727	Pfam	PF01755	1	183	341	524
AML	ENSG00000130309.10	ENST00000252599.8	8.629834154456727	Pfam	PF13704	1	119	61	180
AML	ENSG00000261783.1	ENST00000561956.1	0.4599876480687464	Transcript					
AML	ENSG00000196371.3	ENST00000358752.3	8.33005960643399	Transcript					
AML	ENSG00000196371.3	ENST00000358752.3	8.33005960643399	Pfam	PF00852	1	374	155	529
AML	ENSG00000157240.3	ENST00000287934.3	0.2700066202855875	Transcript					
AML	ENSG00000157240.3	ENST00000287934.3	0.2700066202855875	Pfam	PF01392	1	111	116	227
AML	ENSG00000157240.3	ENST00000287934.3	0.2700066202855875	Pfam	PF01534	1	330	309	639
AML	ENSG00000236992.2	ENST00000424633.1	0.14999785912328753	Transcript					
AML	ENSG00000234009.1	ENST00000426545.1	1.6100485820975006	Transcript					
AML	ENSG00000213432.2	ENST00000394133.2	0.029999741597562815	Transcript					
AML	ENSG00000256955.2	ENST00000542763.2	0.019999517644104813	Transcript					
AML	ENSG00000213033.4	ENST00000451805.2	0.319989942599089	Transcript					
AML	ENSG00000219553.2	ENST00000406807.2	0.040000917377944104	Transcript					
AML	ENSG00000145945.5	ENST00000380272.3	0.319989942599089	Transcript					
AML	ENSG00000145945.5	ENST00000380272.3	0.319989942599089	Pfam	PF04921	1	223	101	324
AML	ENSG00000172031.6	ENST00000370383.4	0.009999639102394372	Transcript					
AML	ENSG00000172031.6	ENST00000370383.4	0.009999639102394372	Pfam	PF12697	1	251	97	348
AML	ENSG00000232846.1	ENST00000424829.1	0.029999741597562815	Transcript					
AML	ENSG00000259657.1	ENST00000558833.1	3.780084261089623	Transcript					
AML	ENSG00000275580.1	ENST00000617563.1	0.14999785912328753	Transcript					
AML	ENSG00000261669.1	ENST00000568895.1	0.04999854862398112	Transcript					
AML	ENSG00000267033.1	ENST00000591038.1	0.1700037656548274	Transcript					
AML	ENSG00000233380.1	ENST00000441047.1	0.040000917377944104	Transcript					
AML	ENSG00000233830.2	ENST00000453115.1	0.5300059750860837	Transcript					
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Transcript					
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Pfam	PF13465	1	23	359	382
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Pfam	PF13465	1	23	414	437
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Pfam	PF13465	1	23	386	409
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Pfam	PF13465	1	24	442	466
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Pfam	PF02023	1	90	44	134
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Prosite	PS00028	1	20	458	478
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Prosite	PS00028	1	20	346	366
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Prosite	PS00028	1	20	402	422
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Prosite	PS00028	1	20	374	394
AML	ENSG00000197279.3	ENST00000377325.1	0.3899890203948566	Prosite	PS00028	1	20	430	450
AML	ENSG00000251682.1	ENST00000505325.1	0.2999926159788371	Transcript					
AML	ENSG00000279203.1	ENST00000624655.1	0.6400016608422577	Transcript					
AML	ENSG00000276250.1	ENST00000621598.1	0.6499867118277892	Transcript					
AML	ENSG00000212123.3	ENST00000419421.2	0.7000066328306926	Transcript					
AML	ENSG00000143217.8	ENST00000368012.3	0.0899993468124429	Transcript					
AML	ENSG00000143217.8	ENST00000368012.3	0.0899993468124429	Pfam	PF07686	1	109	36	145
AML	ENSG00000143217.8	ENST00000368012.3	0.0899993468124429	Pfam	PF00047	1	51	266	317
AML	ENSG00000143217.8	ENST00000368012.3	0.0899993468124429	Pfam	PF08205	1	81	151	232
AML	ENSG00000267453.6	ENST00000589345.6	0.9599944472116857	Transcript					
AML	ENSG00000262648.1	ENST00000574228.1	0.12000176527428984	Transcript					
AML	ENSG00000145491.11	ENST00000274134.4	0.920017197435768	Transcript					
AML	ENSG00000228663.1	ENST00000436861.1	0.5600106252108901	Transcript					
AML	ENSG00000260038.1	ENST00000562409.1	0.1700037656548274	Transcript					
AML	ENSG00000255655.1	ENST00000539987.1	0.040000917377944104	Transcript					
AML	ENSG00000161980.5	ENST00000293860.5	2.709952809689756	Transcript					
AML	ENSG00000161980.5	ENST00000293860.5	2.709952809689756	Pfam	PF02150	1	30	4	34
AML	ENSG00000161980.5	ENST00000293860.5	2.709952809689756	Pfam	PF01096	1	39	68	107
AML	ENSG00000161980.5	ENST00000293860.5	2.709952809689756	Prosite	PS01030	1	24	4	28
AML	ENSG00000161980.5	ENST00000293860.5	2.709952809689756	Prosite	PS00466	1	37	69	106
AML	ENSG00000273041.1	ENST00000601944.1	0.009999639102394372	Transcript					
AML	ENSG00000230551.4	ENST00000499521.2	4.440047493890824	Transcript					
AML	ENSG00000073111.13	ENST00000265056.11	10.110323899766527	Transcript					
AML	ENSG00000073111.13	ENST00000265056.11	10.110323899766527	Pfam	PF14551	1	114	196	310
AML	ENSG00000073111.13	ENST00000265056.11	10.110323899766527	Pfam	PF00493	1	341	461	802
AML	ENSG00000073111.13	ENST00000265056.11	10.110323899766527	Pfam	PF12619	1	123	59	182
AML	ENSG00000073111.13	ENST00000265056.11	10.110323899766527	Prosite	PS00847	1	8	582	590
AML	ENSG00000227201.2	ENST00000453616.1	0.29000180360945776	Transcript					
AML	ENSG00000080608.9	ENST00000397885.2	3.5600433541724303	Transcript					
AML	ENSG00000080608.9	ENST00000397885.2	3.5600433541724303	Pfam	PF08144	1	147	433	580
AML	ENSG00000243113.1	ENST00000438944.1	0.009999639102394372	Transcript					
AML	ENSG00000265678.1	ENST00000579979.1	0.40999706598981406	Transcript					
AML	ENSG00000116652.6	ENST00000371086.3	0.0700018290491679	Transcript					
AML	ENSG00000274092.1	ENST00000617035.1	0.3800097970829733	Transcript					
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Transcript					
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Pfam	PF13465	1	23	48	71
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Pfam	PF00096	1	22	1098	1120
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Pfam	PF00096	1	20	278	298
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Pfam	PF00096	1	22	248	270
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Pfam	PF13894	1	22	175	197
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Prosite	PS00028	1	20	337	357
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Prosite	PS00028	1	20	250	270
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Prosite	PS00028	1	21	176	197
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Prosite	PS00028	1	20	1100	1120
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Prosite	PS00028	1	20	517	537
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Prosite	PS00028	1	20	36	56
AML	ENSG00000101493.10	ENST00000443185.6	2.160001389747634	Prosite	PS00028	1	20	278	298
AML	ENSG00000258875.5	ENST00000554096.2	0.029999741597562815	Transcript					
AML	ENSG00000279314.1	ENST00000624392.1	0.10999757015245683	Transcript					
AML	ENSG00000260317.1	ENST00000569134.1	0.6299947907347176	Transcript					
AML	ENSG00000265142.6	ENST00000581072.5	0.019999517644104813	Transcript					
AML	ENSG00000110711.9	ENST00000279146.7	21.749851870507815	Transcript					
AML	ENSG00000110711.9	ENST00000279146.7	21.749851870507815	Pfam	PF00254	1	61	29	90
AML	ENSG00000276232.1	ENST00000541782.1	0.5399998128169408	Transcript					
AML	ENSG00000184678.9	ENST00000369155.3	36.1408888176236	Transcript					
AML	ENSG00000184678.9	ENST00000369155.3	36.1408888176236	Pfam	PF00125	1	69	32	101
AML	ENSG00000184678.9	ENST00000369155.3	36.1408888176236	Prosite	PS00357	1	22	93	115
AML	ENSG00000278727.1	ENST00000613696.1	0.019999517644104813	Transcript					
AML	ENSG00000280816.1	ENST00000629373.1	0.5200161508304486	Transcript					
AML	ENSG00000269621.1	ENST00000601684.1	0.33998968423545123	Transcript					
AML	ENSG00000228998.4	ENST00000579581.1	0.2099978202342263	Transcript					
AML	ENSG00000254414.1	ENST00000527801.1	0.15999636271947112	Transcript					
AML	ENSG00000198952.8	ENST00000361813.5	7.939886086654062	Transcript					
AML	ENSG00000198952.8	ENST00000361813.5	7.939886086654062	Pfam	PF10373	1	217	197	414
AML	ENSG00000198952.8	ENST00000361813.5	7.939886086654062	Pfam	PF10373	1	97	647	744
AML	ENSG00000198952.8	ENST00000361813.5	7.939886086654062	Pfam	PF10374	1	114	75	189
AML	ENSG00000198952.8	ENST00000361813.5	7.939886086654062	Pfam	PF13638	1	84	857	941
AML	ENSG00000100596.6	ENST00000216484.6	5.189955067756733	Transcript					
AML	ENSG00000100596.6	ENST00000216484.6	5.189955067756733	Pfam	PF00155	1	359	169	528
AML	ENSG00000100596.6	ENST00000216484.6	5.189955067756733	Prosite	PS00599	1	9	376	385
AML	ENSG00000273391.1	ENST00000608266.1	1.0299683187947888	Transcript					
AML	ENSG00000272582.1	ENST00000609976.1	0.0800019247705772	Transcript					
AML	ENSG00000251158.1	ENST00000505635.1	0.3800097970829733	Transcript					
AML	ENSG00000248216.1	ENST00000504141.1	0.009999639102394372	Transcript					
AML	ENSG00000256007.1	ENST00000542022.1	5.72012949719649	Transcript					
AML	ENSG00000273675.1	ENST00000614375.1	0.019999517644104813	Transcript					
AML	ENSG00000198873.11	ENST00000392870.2	1.3600310686170571	Transcript					
AML	ENSG00000198873.11	ENST00000392870.2	1.3600310686170571	Pfam	PF00069	1	261	187	448
AML	ENSG00000198873.11	ENST00000392870.2	1.3600310686170571	Pfam	PF00615	1	116	54	170
AML	ENSG00000198873.11	ENST00000392870.2	1.3600310686170571	Prosite	PS00107	1	32	192	224
AML	ENSG00000218596.2	ENST00000406202.2	0.04999854862398112	Transcript					
AML	ENSG00000116478.11	ENST00000373548.7	19.159987366311125	Transcript					
AML	ENSG00000116478.11	ENST00000373548.7	19.159987366311125	Pfam	PF00850	1	293	25	318
AML	ENSG00000280620.1	ENST00000626439.1	0.43001201741405454	Transcript					
AML	ENSG00000229344.1	ENST00000427426.1	1.7700439324827788	Transcript					
AML	ENSG00000111707.11	ENST00000543473.1	3.7900566107067264	Transcript					
AML	ENSG00000111707.11	ENST00000543473.1	3.7900566107067264	Pfam	PF08598	1	161	61	222
AML	ENSG00000237176.4	ENST00000549280.1	0.019999517644104813	Transcript					
AML	ENSG00000130748.6	ENST00000253047.6	23.230332478462312	Transcript					
AML	ENSG00000276564.1	ENST00000618736.1	0.0899993468124429	Transcript					
AML	ENSG00000256249.1	ENST00000543611.1	0.0899993468124429	Transcript					
AML	ENSG00000162913.9	ENST00000295012.5	0.060001985048514034	Transcript					
AML	ENSG00000162913.9	ENST00000295012.5	0.060001985048514034	Pfam	PF15381	1	72	6	78
AML	ENSG00000276698.1	ENST00000610486.1	0.23000564311170585	Transcript					
AML	ENSG00000219507.4	ENST00000498161.1	1.369972848999533	Transcript					
AML	ENSG00000225370.1	ENST00000441512.1	0.12999648446658976	Transcript					
AML	ENSG00000138131.3	ENST00000260702.3	0.060001985048514034	Transcript					
AML	ENSG00000138131.3	ENST00000260702.3	0.060001985048514034	Pfam	PF01186	1	202	533	735
AML	ENSG00000138131.3	ENST00000260702.3	0.060001985048514034	Pfam	PF00530	1	93	39	132
AML	ENSG00000138131.3	ENST00000260702.3	0.060001985048514034	Pfam	PF00530	1	111	175	286
AML	ENSG00000138131.3	ENST00000260702.3	0.060001985048514034	Pfam	PF00530	1	96	315	411
AML	ENSG00000138131.3	ENST00000260702.3	0.060001985048514034	Pfam	PF00530	1	103	425	528
AML	ENSG00000138131.3	ENST00000260702.3	0.060001985048514034	Prosite	PS00926	1	13	605	618
AML	ENSG00000138131.3	ENST00000260702.3	0.060001985048514034	Prosite	PS00420	1	37	316	353
AML	ENSG00000122592.7	ENST00000242159.4	1.3899783836430508	Transcript					
AML	ENSG00000122592.7	ENST00000242159.4	1.3899783836430508	Pfam	PF00046	1	56	131	187
AML	ENSG00000122592.7	ENST00000242159.4	1.3899783836430508	Prosite	PS00032	1	5	119	124
AML	ENSG00000122592.7	ENST00000242159.4	1.3899783836430508	Prosite	PS00027	1	23	163	186
AML	ENSG00000279819.1	ENST00000624564.1	0.09999809593774907	Transcript					
AML	ENSG00000126953.5	ENST00000372902.3	1.600029621312606	Transcript					
AML	ENSG00000126953.5	ENST00000372902.3	1.600029621312606	Pfam	PF02953	1	63	20	83
AML	ENSG00000260114.2	ENST00000567795.2	0.319989942599089	Transcript					
AML	ENSG00000147065.16	ENST00000360270.6	175.64172352160293	Transcript					
AML	ENSG00000147065.16	ENST00000360270.6	175.64172352160293	Pfam	PF09380	1	89	210	299
AML	ENSG00000147065.16	ENST00000360270.6	175.64172352160293	Pfam	PF00373	1	113	93	206
AML	ENSG00000147065.16	ENST00000360270.6	175.64172352160293	Pfam	PF09379	1	77	9	86
AML	ENSG00000147065.16	ENST00000360270.6	175.64172352160293	Pfam	PF00769	1	239	338	577
AML	ENSG00000147065.16	ENST00000360270.6	175.64172352160293	Prosite	PS00660	1	30	58	88
AML	ENSG00000147065.16	ENST00000360270.6	175.64172352160293	Prosite	PS00661	1	29	176	205
AML	ENSG00000230325.1	ENST00000433131.1	0.6599898393063933	Transcript					
