Experiment	GeneId	Transcript	Expression	Feature_type	Feature	Index	Length	Start	End
ALL	ENSG00000263809.1	ENST00000582471.1	0.12999648446658976	Transcript					
ALL	ENSG00000142197.12	ENST00000399151.3	3.6100039539529973	Transcript					
ALL	ENSG00000142197.12	ENST00000399151.3	3.6100039539529973	Pfam	PF04118	1	302	10	312
ALL	ENSG00000224363.2	ENST00000441760.2	0.0700018290491679	Transcript					
ALL	ENSG00000272529.1	ENST00000606713.1	0.8799914970163208	Transcript					
ALL	ENSG00000179256.2	ENST00000316048.2	0.029999741597562815	Transcript					
ALL	ENSG00000179256.2	ENST00000316048.2	0.029999741597562815	Pfam	PF15047	1	207	14	221
ALL	ENSG00000267289.1	ENST00000591174.1	0.42000229413750645	Transcript					
ALL	ENSG00000136925.14	ENST00000341170.4	1.4400296299387756	Transcript					
ALL	ENSG00000136925.14	ENST00000341170.4	1.4400296299387756	Pfam	PF00581	1	91	298	389
ALL	ENSG00000255052.4	ENST00000434078.3	0.019999517644104813	Transcript					
ALL	ENSG00000227632.2	ENST00000430381.1	0.43001201741405454	Transcript					
ALL	ENSG00000121486.11	ENST00000367506.9	1.5400353965807265	Transcript					
ALL	ENSG00000121486.11	ENST00000367506.9	1.5400353965807265	Pfam	PF02005	1	308	242	550
ALL	ENSG00000121486.11	ENST00000367506.9	1.5400353965807265	Pfam	PF02005	1	58	629	687
ALL	ENSG00000121486.11	ENST00000367506.9	1.5400353965807265	Prosite	PS00028	1	20	186	206
ALL	ENSG00000089818.16	ENST00000339754.9	3.5900357111672814	Transcript					
ALL	ENSG00000089818.16	ENST00000339754.9	3.5900357111672814	Pfam	PF07933	1	158	6	164
ALL	ENSG00000160445.10	ENST00000291900.6	11.629973912943663	Transcript					
ALL	ENSG00000079313.11	ENST00000170168.8	17.160455369302017	Transcript					
ALL	ENSG00000079313.11	ENST00000170168.8	17.160455369302017	Pfam	PF00929	1	146	1062	1208
ALL	ENSG00000130037.4	ENST00000252321.4	0.709989421554317	Transcript					
ALL	ENSG00000130037.4	ENST00000252321.4	0.709989421554317	Pfam	PF00520	1	189	326	515
ALL	ENSG00000130037.4	ENST00000252321.4	0.709989421554317	Pfam	PF02214	1	90	122	212
ALL	ENSG00000120333.4	ENST00000476371.1	3.350019310024605	Transcript					
ALL	ENSG00000120333.4	ENST00000476371.1	3.350019310024605	Pfam	PF00253	1	52	74	126
ALL	ENSG00000260966.1	ENST00000561652.1	0.930030283491994	Transcript					
ALL	ENSG00000255358.1	ENST00000526902.1	0.18999410294428817	Transcript					
ALL	ENSG00000173137.11	ENST00000308860.10	1.0299683187947888	Transcript					
ALL	ENSG00000173137.11	ENST00000308860.10	1.0299683187947888	Pfam	PF03109	1	115	189	304
ALL	ENSG00000278344.1	ENST00000615562.1	0.2999926159788371	Transcript					
ALL	ENSG00000257094.1	ENST00000534895.1	0.14999785912328753	Transcript					
ALL	ENSG00000216285.5	ENST00000547454.1	0.49000172562105965	Transcript					
ALL	ENSG00000196937.10	ENST00000359943.7	10.759699810887573	Transcript					
ALL	ENSG00000232757.1	ENST00000427296.1	0.019999517644104813	Transcript					
ALL	ENSG00000205744.9	ENST00000381480.6	5.569859766719089	Transcript					
ALL	ENSG00000205744.9	ENST00000381480.6	5.569859766719089	Pfam	PF03456	1	57	29	86
ALL	ENSG00000205744.9	ENST00000381480.6	5.569859766719089	Pfam	PF03455	1	65	326	391
ALL	ENSG00000205744.9	ENST00000381480.6	5.569859766719089	Pfam	PF02141	1	201	92	293
ALL	ENSG00000086827.8	ENST00000200135.7	2.290035795959514	Transcript					
ALL	ENSG00000086827.8	ENST00000200135.7	2.290035795959514	Pfam	PF06248	1	612	9	621
ALL	ENSG00000245112.2	ENST00000500800.2	0.2199972005936865	Transcript					
ALL	ENSG00000167861.15	ENST00000425042.6	0.029999741597562815	Transcript					
ALL	ENSG00000167861.15	ENST00000425042.6	0.029999741597562815	Pfam	PF12722	1	784	1	785
ALL	ENSG00000239482.6	ENST00000498032.5	0.09999809593774907	Transcript					
ALL	ENSG00000134962.6	ENST00000257408.4	0.34998955414288524	Transcript					
ALL	ENSG00000134962.6	ENST00000257408.4	0.34998955414288524	Pfam	PF00232	1	118	390	508
ALL	ENSG00000134962.6	ENST00000257408.4	0.34998955414288524	Pfam	PF00232	1	447	519	966
ALL	ENSG00000134962.6	ENST00000257408.4	0.34998955414288524	Pfam	PF00232	1	294	79	373
ALL	ENSG00000270531.1	ENST00000605193.1	0.279991812670302	Transcript					
ALL	ENSG00000226423.1	ENST00000412193.1	0.4000071874053119	Transcript					
ALL	ENSG00000270296.1	ENST00000603161.1	0.37000229077762503	Transcript					
ALL	ENSG00000205837.7	ENST00000382045.3	0.12999648446658976	Transcript					
ALL	ENSG00000198835.3	ENST00000366714.2	0.3899890203948566	Transcript					
ALL	ENSG00000198835.3	ENST00000366714.2	0.3899890203948566	Pfam	PF00029	1	104	5	109
ALL	ENSG00000198835.3	ENST00000366714.2	0.3899890203948566	Pfam	PF10582	1	66	223	289
ALL	ENSG00000198835.3	ENST00000366714.2	0.3899890203948566	Prosite	PS00408	1	16	245	261
ALL	ENSG00000198835.3	ENST00000366714.2	0.3899890203948566	Prosite	PS00407	1	13	56	69
ALL	ENSG00000248881.1	ENST00000511329.1	0.36000732113408934	Transcript					
ALL	ENSG00000246777.1	ENST00000501143.1	0.029999741597562815	Transcript					
ALL	ENSG00000254531.1	ENST00000527564.1	3.6800057415320904	Transcript					
ALL	ENSG00000176182.5	ENST00000322217.5	4.799883741411965	Transcript					
ALL	ENSG00000176182.5	ENST00000322217.5	4.799883741411965	Pfam	PF13873	1	76	16	92
ALL	ENSG00000282308.1	ENST00000631724.1	1.2800262155482685	Transcript					
ALL	ENSG00000230204.1	ENST00000425761.1	0.029999741597562815	Transcript					
ALL	ENSG00000261499.2	ENST00000569955.2	0.019999517644104813	Transcript					
ALL	ENSG00000267282.1	ENST00000585408.1	0.7399766574552298	Transcript					
ALL	ENSG00000174529.7	ENST00000367167.4	0.969970924342351	Transcript					
ALL	ENSG00000213293.4	ENST00000461223.1	0.0899993468124429	Transcript					
ALL	ENSG00000170962.12	ENST00000393158.6	0.0700018290491679	Transcript					
ALL	ENSG00000170962.12	ENST00000393158.6	0.0700018290491679	Pfam	PF00341	1	90	272	362
ALL	ENSG00000170962.12	ENST00000393158.6	0.0700018290491679	Pfam	PF00431	1	108	59	167
ALL	ENSG00000121089.4	ENST00000359690.2	0.5399998128169408	Transcript					
ALL	ENSG00000255737.2	ENST00000542466.2	0.2399991561447902	Transcript					
ALL	ENSG00000213055.3	ENST00000451177.1	0.44001511270093324	Transcript					
ALL	ENSG00000249055.1	ENST00000512475.1	2.3099723523191775	Transcript					
ALL	ENSG00000213279.2	ENST00000393264.2	0.1700037656548274	Transcript					
ALL	ENSG00000233627.2	ENST00000458633.1	0.04999854862398112	Transcript					
ALL	ENSG00000160072.19	ENST00000308647.7	4.979877742645765	Transcript					
ALL	ENSG00000160072.19	ENST00000308647.7	4.979877742645765	Pfam	PF00004	1	126	348	474
ALL	ENSG00000160072.19	ENST00000308647.7	4.979877742645765	Pfam	PF12037	1	262	24	286
ALL	ENSG00000234297.2	ENST00000422292.2	0.029999741597562815	Transcript					
ALL	ENSG00000273890.1	ENST00000615146.1	0.14999785912328753	Transcript					
ALL	ENSG00000173928.2	ENST00000312423.2	0.969970924342351	Transcript					
ALL	ENSG00000173928.2	ENST00000312423.2	0.969970924342351	Pfam	PF05729	1	112	8	120
ALL	ENSG00000269296.1	ENST00000598952.1	0.009999639102394372	Transcript					
ALL	ENSG00000253200.1	ENST00000521025.1	5.72012949719649	Transcript					
ALL	ENSG00000224638.1	ENST00000418620.1	0.10999757015245683	Transcript					
ALL	ENSG00000280022.1	ENST00000625174.1	0.5600106252108901	Transcript					
ALL	ENSG00000219529.2	ENST00000404439.2	7.649743734062603	Transcript					
ALL	ENSG00000230483.1	ENST00000433035.1	0.0800019247705772	Transcript					
ALL	ENSG00000226457.1	ENST00000445689.1	0.6299947907347176	Transcript					
ALL	ENSG00000137168.7	ENST00000373699.5	1.3399914139149067	Transcript					
ALL	ENSG00000137168.7	ENST00000373699.5	1.3399914139149067	Pfam	PF00160	1	147	15	162
ALL	ENSG00000137168.7	ENST00000373699.5	1.3399914139149067	Prosite	PS00170	1	17	48	65
ALL	ENSG00000101367.8	ENST00000375571.5	81.9108344860357	Transcript					
ALL	ENSG00000101367.8	ENST00000375571.5	81.9108344860357	Pfam	PF03271	1	38	210	248
ALL	ENSG00000101367.8	ENST00000375571.5	81.9108344860357	Pfam	PF00307	1	97	18	115
ALL	ENSG00000250081.1	ENST00000510261.1	0.23000564311170585	Transcript					
ALL	ENSG00000279882.1	ENST00000623712.1	0.12000176527428984	Transcript					
ALL	ENSG00000229816.1	ENST00000438163.1	0.29000180360945776	Transcript					
ALL	ENSG00000272425.1	ENST00000606235.1	0.040000917377944104	Transcript					
ALL	ENSG00000132881.11	ENST00000375599.7	0.6799873952481095	Transcript					
ALL	ENSG00000132881.11	ENST00000375599.7	0.6799873952481095	Pfam	PF08477	1	121	57	178
ALL	ENSG00000220494.4	ENST00000401504.2	0.009999639102394372	Transcript					
ALL	ENSG00000243554.1	ENST00000453589.1	0.2099978202342263	Transcript					
ALL	ENSG00000263531.1	ENST00000584157.1	0.4599876480687464	Transcript					
ALL	ENSG00000185641.6	ENST00000469891.2	18.430479806139566	Transcript					
ALL	ENSG00000270074.1	ENST00000602981.1	0.5000060742414588	Transcript					
ALL	ENSG00000225230.1	ENST00000453721.1	0.060001985048514034	Transcript					
ALL	ENSG00000259918.1	ENST00000567995.1	0.0899993468124429	Transcript					
ALL	ENSG00000271283.1	ENST00000603937.1	0.5100017014734363	Transcript					
ALL	ENSG00000168411.13	ENST00000361070.8	12.870426083420742	Transcript					
ALL	ENSG00000168411.13	ENST00000361070.8	12.870426083420742	Pfam	PF00400	1	28	496	524
ALL	ENSG00000168411.13	ENST00000361070.8	12.870426083420742	Pfam	PF13639	1	45	285	330
ALL	ENSG00000259603.1	ENST00000559410.1	0.12000176527428984	Transcript					
ALL	ENSG00000185304.13	ENST00000398146.3	0.18000481741051896	Transcript					
ALL	ENSG00000185304.13	ENST00000398146.3	0.18000481741051896	Pfam	PF00638	1	120	1041	1161
ALL	ENSG00000185304.13	ENST00000398146.3	0.18000481741051896	Pfam	PF00638	1	120	1338	1458
ALL	ENSG00000185304.13	ENST00000398146.3	0.18000481741051896	Pfam	PF01465	1	43	1697	1740
ALL	ENSG00000185304.13	ENST00000398146.3	0.18000481741051896	Pfam	PF00515	1	30	60	90
ALL	ENSG00000245156.1	ENST00000501708.1	0.709989421554317	Transcript					
ALL	ENSG00000123610.4	ENST00000243347.4	0.019999517644104813	Transcript					
ALL	ENSG00000123610.4	ENST00000243347.4	0.019999517644104813	Pfam	PF00193	1	92	36	128
ALL	ENSG00000123610.4	ENST00000243347.4	0.019999517644104813	Pfam	PF00431	1	109	135	244
ALL	ENSG00000123610.4	ENST00000243347.4	0.019999517644104813	Prosite	PS01241	1	45	58	103
ALL	ENSG00000240791.1	ENST00000431728.1	0.32999928368165776	Transcript					
ALL	ENSG00000162517.12	ENST00000373703.4	17.220035626401287	Transcript					
ALL	ENSG00000162517.12	ENST00000373703.4	17.220035626401287	Pfam	PF13499	1	55	123	178
ALL	ENSG00000162517.12	ENST00000373703.4	17.220035626401287	Pfam	PF13499	1	92	186	278
ALL	ENSG00000162517.12	ENST00000373703.4	17.220035626401287	Prosite	PS00018	1	12	127	139
ALL	ENSG00000162517.12	ENST00000373703.4	17.220035626401287	Prosite	PS00018	1	12	194	206
ALL	ENSG00000177337.7	ENST00000317114.1	0.3100029133246172	Transcript					
ALL	ENSG00000260977.1	ENST00000568862.1	0.3800097970829733	Transcript					
ALL	ENSG00000228487.2	ENST00000453199.2	0.04999854862398112	Transcript					
ALL	ENSG00000269403.1	ENST00000600067.1	0.09999809593774907	Transcript					
ALL	ENSG00000173110.7	ENST00000309758.5	0.279991812670302	Transcript					
ALL	ENSG00000173110.7	ENST00000309758.5	0.279991812670302	Pfam	PF00012	1	605	8	613
ALL	ENSG00000173110.7	ENST00000309758.5	0.279991812670302	Prosite	PS00329	1	13	199	212
ALL	ENSG00000173110.7	ENST00000309758.5	0.279991812670302	Prosite	PS00297	1	7	11	18
ALL	ENSG00000173110.7	ENST00000309758.5	0.279991812670302	Prosite	PS01036	1	14	336	350
ALL	ENSG00000279382.1	ENST00000622927.1	1.7600062140429826	Transcript					
ALL	ENSG00000219023.1	ENST00000403958.1	0.43001201741405454	Transcript					
ALL	ENSG00000169245.5	ENST00000306602.2	0.029999741597562815	Transcript					
ALL	ENSG00000169245.5	ENST00000306602.2	0.029999741597562815	Pfam	PF00048	1	60	28	88
ALL	ENSG00000169245.5	ENST00000306602.2	0.029999741597562815	Prosite	PS00471	1	46	30	76
ALL	ENSG00000151789.9	ENST00000281523.6	0.009999639102394372	Transcript					
ALL	ENSG00000151789.9	ENST00000281523.6	0.009999639102394372	Pfam	PF12874	1	23	81	104
ALL	ENSG00000151789.9	ENST00000281523.6	0.009999639102394372	Pfam	PF12874	1	24	204	228
ALL	ENSG00000151789.9	ENST00000281523.6	0.009999639102394372	Pfam	PF12874	1	24	267	291
ALL	ENSG00000151789.9	ENST00000281523.6	0.009999639102394372	Prosite	PS00028	1	22	206	228
ALL	ENSG00000151789.9	ENST00000281523.6	0.009999639102394372	Prosite	PS00028	1	22	82	104
ALL	ENSG00000151789.9	ENST00000281523.6	0.009999639102394372	Prosite	PS00028	1	22	269	291
ALL	ENSG00000278679.1	ENST00000615155.1	0.0800019247705772	Transcript					
ALL	ENSG00000124126.13	ENST00000371941.3	28.829021347906302	Transcript					
ALL	ENSG00000124126.13	ENST00000371941.3	28.829021347906302	Pfam	PF00621	1	186	53	239
ALL	ENSG00000124126.13	ENST00000371941.3	28.829021347906302	Pfam	PF00169	1	114	274	388
ALL	ENSG00000124126.13	ENST00000371941.3	28.829021347906302	Pfam	PF00610	1	66	428	494
ALL	ENSG00000124126.13	ENST00000371941.3	28.829021347906302	Pfam	PF00610	1	64	529	593
ALL	ENSG00000124126.13	ENST00000371941.3	28.829021347906302	Prosite	PS00741	1	25	188	213
ALL	ENSG00000238061.2	ENST00000413701.2	0.40999706598981406	Transcript					
ALL	ENSG00000226525.5	ENST00000464254.1	2.79003458187362	Transcript					
ALL	ENSG00000255191.1	ENST00000534086.1	0.09999809593774907	Transcript					
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Transcript					
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF01352	1	40	4	44
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	22	352	374
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	23	379	402
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	23	267	290
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	23	491	514
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	23	408	431
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	23	436	459
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	22	184	206
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	23	463	486
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	23	239	262
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	22	155	177
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	24	295	319
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	23	211	234
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Pfam	PF13465	1	24	322	346
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	366	386
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	170	190
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	282	302
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	394	414
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	506	526
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	310	330
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	254	274
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	422	442
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	338	358
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	226	246
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	450	470
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	478	498
ALL	ENSG00000196646.11	ENST00000343979.5	5.089826859645526	Prosite	PS00028	1	20	198	218
ALL	ENSG00000238246.1	ENST00000451584.1	0.0899993468124429	Transcript					
ALL	ENSG00000273155.1	ENST00000410042.1	0.18999410294428817	Transcript					
ALL	ENSG00000273155.1	ENST00000410042.1	0.18999410294428817	Pfam	PF00327	1	50	67	117
ALL	ENSG00000267651.1	ENST00000589715.1	0.09999809593774907	Transcript					
ALL	ENSG00000263366.2	ENST00000580133.2	0.0700018290491679	Transcript					
ALL	ENSG00000113575.9	ENST00000481195.5	39.09908937129616	Transcript					
ALL	ENSG00000113575.9	ENST00000481195.5	39.09908937129616	Pfam	PF00149	1	192	51	243
ALL	ENSG00000113575.9	ENST00000481195.5	39.09908937129616	Prosite	PS00125	1	5	114	119
ALL	ENSG00000233547.1	ENST00000369391.3	1.1300008393532581	Transcript					
ALL	ENSG00000203684.5	ENST00000496552.1	0.23000564311170585	Transcript					
ALL	ENSG00000154079.5	ENST00000370474.3	0.940021767145367	Transcript					
ALL	ENSG00000154079.5	ENST00000370474.3	0.940021767145367	Pfam	PF07896	1	42	66	108
ALL	ENSG00000226328.6	ENST00000426282.6	0.7500079057650569	Transcript					
ALL	ENSG00000144567.10	ENST00000430297.6	5.5799085257746	Transcript					
ALL	ENSG00000144567.10	ENST00000430297.6	5.5799085257746	Pfam	PF02453	1	152	72	224
ALL	ENSG00000272518.1	ENST00000606512.1	0.5899876960796653	Transcript					
ALL	ENSG00000279103.1	ENST00000624638.1	0.8100147172706595	Transcript					
ALL	ENSG00000164902.13	ENST00000297540.4	0.729978054906192	Transcript					
ALL	ENSG00000164902.13	ENST00000297540.4	0.729978054906192	Pfam	PF10258	1	86	229	315
ALL	ENSG00000183813.6	ENST00000330953.5	0.0700018290491679	Transcript					
ALL	ENSG00000183813.6	ENST00000330953.5	0.0700018290491679	Pfam	PF00001	1	248	56	304
ALL	ENSG00000183813.6	ENST00000330953.5	0.0700018290491679	Prosite	PS00237	1	16	123	139
ALL	ENSG00000260293.2	ENST00000561847.2	0.09999809593774907	Transcript					
ALL	ENSG00000275464.3	ENST00000617716.3	1.7299931312968873	Transcript					
ALL	ENSG00000275464.3	ENST00000617716.3	1.7299931312968873	Pfam	PF04003	1	106	770	876
ALL	ENSG00000275464.3	ENST00000617716.3	1.7299931312968873	Pfam	PF00400	1	36	493	529
ALL	ENSG00000275464.3	ENST00000617716.3	1.7299931312968873	Pfam	PF00400	1	32	369	401
ALL	ENSG00000275464.3	ENST00000617716.3	1.7299931312968873	Pfam	PF00400	1	36	407	443
ALL	ENSG00000275464.3	ENST00000617716.3	1.7299931312968873	Prosite	PS00678	1	14	388	402
ALL	ENSG00000275464.3	ENST00000617716.3	1.7299931312968873	Prosite	PS00678	1	14	516	530
ALL	ENSG00000254527.1	ENST00000526818.1	0.12000176527428984	Transcript					
ALL	ENSG00000243396.1	ENST00000477747.1	0.09999809593774907	Transcript					
ALL	ENSG00000262652.1	ENST00000570869.1	3.4000966402567836	Transcript					
ALL	ENSG00000158864.12	ENST00000367993.7	6.1901181859044945	Transcript					
ALL	ENSG00000158864.12	ENST00000367993.7	6.1901181859044945	Pfam	PF00346	1	270	193	463
ALL	ENSG00000158864.12	ENST00000367993.7	6.1901181859044945	Prosite	PS00535	1	11	116	127
ALL	ENSG00000263667.1	ENST00000580119.1	0.10999757015245683	Transcript					
ALL	ENSG00000261098.1	ENST00000561746.1	1.2800262155482685	Transcript					
ALL	ENSG00000130309.10	ENST00000252599.8	12.819672193814657	Transcript					
ALL	ENSG00000130309.10	ENST00000252599.8	12.819672193814657	Pfam	PF01755	1	183	341	524
ALL	ENSG00000130309.10	ENST00000252599.8	12.819672193814657	Pfam	PF13704	1	119	61	180
ALL	ENSG00000261783.1	ENST00000561956.1	0.729978054906192	Transcript					
ALL	ENSG00000196371.3	ENST00000358752.3	2.9000999484507575	Transcript					
ALL	ENSG00000196371.3	ENST00000358752.3	2.9000999484507575	Pfam	PF00852	1	374	155	529
ALL	ENSG00000235045.2	ENST00000411964.2	0.029999741597562815	Transcript					
ALL	ENSG00000157240.3	ENST00000287934.3	0.8299882598804061	Transcript					
ALL	ENSG00000157240.3	ENST00000287934.3	0.8299882598804061	Pfam	PF01392	1	111	116	227
ALL	ENSG00000157240.3	ENST00000287934.3	0.8299882598804061	Pfam	PF01534	1	330	309	639
ALL	ENSG00000236992.2	ENST00000424633.1	0.09999809593774907	Transcript					
ALL	ENSG00000234009.1	ENST00000426545.1	2.170060606139105	Transcript					
ALL	ENSG00000213432.2	ENST00000394133.2	0.040000917377944104	Transcript					
ALL	ENSG00000256955.2	ENST00000542763.2	0.279991812670302	Transcript					
ALL	ENSG00000213033.4	ENST00000451805.2	0.6200149910276705	Transcript					
ALL	ENSG00000219553.2	ENST00000406807.2	0.2099978202342263	Transcript					
ALL	ENSG00000145945.5	ENST00000380272.3	0.18999410294428817	Transcript					
ALL	ENSG00000145945.5	ENST00000380272.3	0.18999410294428817	Pfam	PF04921	1	223	101	324
ALL	ENSG00000261568.1	ENST00000567753.1	0.33998968423545123	Transcript					
ALL	ENSG00000172031.6	ENST00000370383.4	0.019999517644104813	Transcript					
ALL	ENSG00000172031.6	ENST00000370383.4	0.019999517644104813	Pfam	PF12697	1	251	97	348
ALL	ENSG00000232846.1	ENST00000424829.1	0.0800019247705772	Transcript					
ALL	ENSG00000259657.1	ENST00000558833.1	5.210143561351076	Transcript					
ALL	ENSG00000275580.1	ENST00000617563.1	0.6499867118277892	Transcript					
ALL	ENSG00000261669.1	ENST00000568895.1	0.40999706598981406	Transcript					
ALL	ENSG00000267033.1	ENST00000591038.1	0.29000180360945776	Transcript					
ALL	ENSG00000273069.1	ENST00000608433.1	0.0899993468124429	Transcript					
ALL	ENSG00000233380.1	ENST00000441047.1	0.029999741597562815	Transcript					
ALL	ENSG00000233830.2	ENST00000453115.1	0.6400016608422577	Transcript					
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Transcript					
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Pfam	PF13465	1	23	359	382
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Pfam	PF13465	1	23	414	437
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Pfam	PF13465	1	23	386	409
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Pfam	PF13465	1	24	442	466
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Pfam	PF02023	1	90	44	134
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Prosite	PS00028	1	20	458	478
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Prosite	PS00028	1	20	346	366
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Prosite	PS00028	1	20	402	422
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Prosite	PS00028	1	20	374	394
ALL	ENSG00000197279.3	ENST00000377325.1	1.1999699057263682	Prosite	PS00028	1	20	430	450
ALL	ENSG00000251682.1	ENST00000505325.1	1.19002194862203	Transcript					
ALL	ENSG00000279203.1	ENST00000624655.1	2.9000999484507575	Transcript					
ALL	ENSG00000233873.1	ENST00000424827.1	0.0700018290491679	Transcript					
ALL	ENSG00000276250.1	ENST00000621598.1	1.7199438181580826	Transcript					
ALL	ENSG00000212123.3	ENST00000419421.2	0.760016690419679	Transcript					
ALL	ENSG00000143217.8	ENST00000368012.3	0.019999517644104813	Transcript					
ALL	ENSG00000143217.8	ENST00000368012.3	0.019999517644104813	Pfam	PF07686	1	109	36	145
ALL	ENSG00000143217.8	ENST00000368012.3	0.019999517644104813	Pfam	PF00047	1	51	266	317
ALL	ENSG00000143217.8	ENST00000368012.3	0.019999517644104813	Pfam	PF08205	1	81	151	232
ALL	ENSG00000262648.1	ENST00000574228.1	0.6900203008692773	Transcript					
ALL	ENSG00000145491.11	ENST00000274134.4	0.12999648446658976	Transcript					
ALL	ENSG00000225886.3	ENST00000430683.1	0.0899993468124429	Transcript					
ALL	ENSG00000228663.1	ENST00000436861.1	3.699961172180328	Transcript					
ALL	ENSG00000260038.1	ENST00000562409.1	0.5799959451451767	Transcript					
ALL	ENSG00000255655.1	ENST00000539987.1	0.060001985048514034	Transcript					
ALL	ENSG00000161980.5	ENST00000293860.5	3.1100465892331144	Transcript					
ALL	ENSG00000161980.5	ENST00000293860.5	3.1100465892331144	Pfam	PF02150	1	30	4	34
ALL	ENSG00000161980.5	ENST00000293860.5	3.1100465892331144	Pfam	PF01096	1	39	68	107
ALL	ENSG00000161980.5	ENST00000293860.5	3.1100465892331144	Prosite	PS01030	1	24	4	28
ALL	ENSG00000161980.5	ENST00000293860.5	3.1100465892331144	Prosite	PS00466	1	37	69	106
ALL	ENSG00000273041.1	ENST00000601944.1	0.060001985048514034	Transcript					
ALL	ENSG00000230551.4	ENST00000499521.2	12.030127948248957	Transcript					
ALL	ENSG00000073111.13	ENST00000265056.11	15.760140182554483	Transcript					
ALL	ENSG00000073111.13	ENST00000265056.11	15.760140182554483	Pfam	PF14551	1	114	196	310
ALL	ENSG00000073111.13	ENST00000265056.11	15.760140182554483	Pfam	PF00493	1	341	461	802
ALL	ENSG00000073111.13	ENST00000265056.11	15.760140182554483	Pfam	PF12619	1	123	59	182
ALL	ENSG00000073111.13	ENST00000265056.11	15.760140182554483	Prosite	PS00847	1	8	582	590
ALL	ENSG00000227201.2	ENST00000453616.1	1.0900369787029573	Transcript					
ALL	ENSG00000229950.1	ENST00000420777.1	0.10999757015245683	Transcript					
ALL	ENSG00000237531.5	ENST00000420865.5	0.10999757015245683	Transcript					
ALL	ENSG00000080608.9	ENST00000397885.2	5.1601766137073035	Transcript					
ALL	ENSG00000080608.9	ENST00000397885.2	5.1601766137073035	Pfam	PF08144	1	147	433	580
ALL	ENSG00000276702.1	ENST00000621310.1	0.040000917377944104	Transcript					
ALL	ENSG00000265678.1	ENST00000579979.1	0.29000180360945776	Transcript					
ALL	ENSG00000116652.6	ENST00000371086.3	0.25999607209761366	Transcript					
ALL	ENSG00000274092.1	ENST00000617035.1	0.2099978202342263	Transcript					
ALL	ENSG00000101493.10	ENST00000443185.6	0.6299947907347176	Transcript					
ALL	ENSG00000101493.10	ENST00000443185.6	0.6299947907347176	Pfam	PF13465	1	23	48	71
ALL	ENSG00000101493.10	ENST00000443185.6	0.6299947907347176	Pfam	PF00096	1	22	1098	1120
ALL	ENSG00000101493.10	ENST00000443185.6	0.6299947907347176	Pfam	PF00096	1	20	278	298
