Experiment	GeneId	Symbol	Control_transcript	Case_transcript	CDS_control	CDS_case	CDS_change	5_UTR_change	3_UTR_change	Samples
ALL	ENSG00000143222.11	UFC1	ENST00000463735.1	ENST00000473766.5	0	0	0	1	0	SRR1293029,SRR5912871
ALL	ENSG00000143222.11	UFC1	ENST00000473766.5	ENST00000482672.1	0	0	0	1	0	SRR1288051
ALL	ENSG00000197965.11	MPZL1	ENST00000392121.7	ENST00000448405.5	1	0	1	1	1	SRR1288051
ALL	ENSG00000197965.11	MPZL1	ENST00000392121.7	ENST00000465787.5	1	0	1	1	1	SRR1292980
ALL	ENSG00000197965.11	MPZL1	ENST00000392121.7	ENST00000359523.6	1	1	1	1	1	SRR1293029
ALL	ENSG00000197965.11	MPZL1	ENST00000465787.5	ENST00000464954.1	0	0	0	1	0	SRR1293032
ALL	ENSG00000197965.11	MPZL1	ENST00000392121.7	ENST00000464954.1	1	0	1	1	1	SRR1293034
ALL	ENSG00000197965.11	MPZL1	ENST00000392121.7	ENST00000474859.5	1	1	1	1	1	SRR5912871
ALL	ENSG00000143337.18	TOR1AIP1	ENST00000435319.8	ENST00000527867.5	1	0	1	1	1	SRR5912867,SRR5912871,SRR5912876
ALL	ENSG00000143337.18	TOR1AIP1	ENST00000435319.8	ENST00000531726.5	1	0	1	1	1	SRR1288051
ALL	ENSG00000143337.18	TOR1AIP1	ENST00000528443.6	ENST00000531726.5	1	0	1	1	1	SRR1292980
ALL	ENSG00000143337.18	TOR1AIP1	ENST00000435319.8	ENST00000606911.6	1	1	1	1	1	SRR1293029
ALL	ENSG00000116857.16	TMEM9	ENST00000367334.9	ENST00000497582.5	1	0	1	1	1	SRR1288051
ALL	ENSG00000116857.16	TMEM9	ENST00000367334.9	ENST00000367333.6	1	1	0	1	0	SRR1293029
ALL	ENSG00000116857.16	TMEM9	ENST00000367334.9	ENST00000367330.5	1	1	0	1	1	SRR1293032
ALL	ENSG00000116857.16	TMEM9	ENST00000367334.9	ENST00000367332.5	1	1	1	1	1	SRR1293050
ALL	ENSG00000116857.16	TMEM9	ENST00000485839.6	ENST00000367332.5	1	1	1	1	1	SRR1797119
ALL	ENSG00000116857.16	TMEM9	ENST00000367334.9	ENST00000472411.1	1	0	1	1	1	SRR5912871
ALL	ENSG00000159348.12	CYB5R1	ENST00000367249.8	ENST00000478009.1	1	0	1	1	1	SRR1293032,SRR5912867
ALL	ENSG00000159348.12	CYB5R1	ENST00000497655.1	ENST00000473599.5	0	0	0	1	0	SRR1288034
ALL	ENSG00000159348.12	CYB5R1	ENST00000367249.8	ENST00000483915.1	1	0	1	1	1	SRR1288051
ALL	ENSG00000159348.12	CYB5R1	ENST00000483915.1	ENST00000497655.1	0	0	0	1	0	SRR1293029
ALL	ENSG00000159348.12	CYB5R1	ENST00000367249.8	ENST00000473599.5	1	0	1	1	1	SRR5912871
ALL	ENSG00000143479.15	DYRK3	ENST00000367109.6	ENST00000489878.1	1	0	1	1	1	SRR1288029,SRR1791086,SRR1791098
ALL	ENSG00000143479.15	DYRK3	ENST00000367109.6	ENST00000367106.1	1	1	1	1	1	SRR1288051,SRR1791047
ALL	ENSG00000143479.15	DYRK3	ENST00000367106.1	ENST00000489878.1	1	0	1	1	1	SRR1293050
ALL	ENSG00000174059.16	CD34	ENST00000356522.4	ENST00000310833.11	1	1	1	0	1	SRR1288051,SRR1293029,SRR1293032,SRR1797075,SRR1797122
ALL	ENSG00000174059.16	CD34	ENST00000356522.4	ENST00000367036.7	1	1	1	1	1	SRR1791015
ALL	ENSG00000143756.11	FBXO28	ENST00000483773.1	ENST00000366862.9	0	1	1	1	1	SRR1292979,SRR1791047,SRR1791094,SRR1797080,SRR1797119
ALL	ENSG00000143756.11	FBXO28	ENST00000424254.6	ENST00000523990.1	1	0	1	1	1	SRR1288051
ALL	ENSG00000153187.18	HNRNPU	ENST00000640218.1	ENST00000639628.1	1	1	1	1	1	SRR1288051
ALL	ENSG00000153187.18	HNRNPU	ENST00000444376.7	ENST00000640218.1	1	1	1	1	1	SRR1292980
ALL	ENSG00000153187.18	HNRNPU	ENST00000639628.1	ENST00000638589.1	1	0	1	1	1	SRR1293029
ALL	ENSG00000153187.18	HNRNPU	ENST00000440865.2	ENST00000366527.4	1	0	1	1	1	SRR1797119
ALL	ENSG00000153187.18	HNRNPU	ENST00000440865.2	ENST00000640264.1	1	0	1	1	1	SRR5912867
ALL	ENSG00000153187.18	HNRNPU	ENST00000440865.2	ENST00000639667.1	1	0	1	1	1	SRR5912871
ALL	ENSG00000032389.12	EIPR1	ENST00000382125.8	ENST00000462515.1	1	0	1	1	1	SRR1288034,SRR1288051
ALL	ENSG00000032389.12	EIPR1	ENST00000382125.8	ENST00000496433.5	1	0	1	1	1	SRR1293029,SRR5912867
ALL	ENSG00000032389.12	EIPR1	ENST00000382125.8	ENST00000443925.6	1	1	1	1	1	SRR1293032
ALL	ENSG00000032389.12	EIPR1	ENST00000382125.8	ENST00000482570.5	1	0	1	1	1	SRR5912871
ALL	ENSG00000239300.5	AC080162.1	ENST00000480764.5	ENST00000472619.1	0	0	0	1	0	SRR1288048,SRR1790992,SRR1791058,SRR1791098,SRR1797075,SRR1797092
ALL	ENSG00000184924.5	PTRHD1	ENST00000328379.5	ENST00000467797.1	1	0	1	1	1	SRR1791029,SRR1797102
ALL	ENSG00000184924.5	PTRHD1	ENST00000480190.1	ENST00000487316.1	0	0	0	1	0	SRR5912867,SRR5912876
ALL	ENSG00000184924.5	PTRHD1	ENST00000487316.1	ENST00000492046.1	0	0	0	1	0	SRR1288051
ALL	ENSG00000184924.5	PTRHD1	ENST00000328379.5	ENST00000487316.1	1	0	1	1	1	SRR5912871
ALL	ENSG00000119777.18	TMEM214	ENST00000238788.13	ENST00000478980.1	1	0	1	1	1	SRR1293029,SRR1293032
ALL	ENSG00000119777.18	TMEM214	ENST00000238788.13	ENST00000321326.11	1	0	1	1	1	SRR1288051
ALL	ENSG00000119777.18	TMEM214	ENST00000404032.7	ENST00000460904.1	1	0	1	1	1	SRR1293022
ALL	ENSG00000119777.18	TMEM214	ENST00000460904.1	ENST00000404032.7	0	1	1	1	1	SRR1797106
ALL	ENSG00000119777.18	TMEM214	ENST00000238788.13	ENST00000475258.5	1	0	1	1	1	SRR5912871
ALL	ENSG00000075426.11	FOSL2	ENST00000264716.8	ENST00000379619.5	1	1	1	1	0	SRR1288040,SRR1288051,SRR1288076,SRR1293052,SRR1791086,SRR1797070
ALL	ENSG00000014641.17	MDH1	ENST00000233114.12	ENST00000544381.3	1	1	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000014641.17	MDH1	ENST00000233114.12	ENST00000462944.1	1	0	1	1	1	SRR5912867,SRR5912871
ALL	ENSG00000014641.17	MDH1	ENST00000485781.5	ENST00000485155.1	0	0	0	1	0	SRR1293029
ALL	ENSG00000014641.17	MDH1	ENST00000233114.12	ENST00000495083.1	1	0	1	1	1	SRR1791086
ALL	ENSG00000169764.15	UGP2	ENST00000475550.5	ENST00000493222.5	0	0	0	1	0	SRR1288051,SRR1292964
ALL	ENSG00000169764.15	UGP2	ENST00000494536.5	ENST00000467648.6	0	1	1	1	1	SRR1292980
ALL	ENSG00000169764.15	UGP2	ENST00000445915.6	ENST00000337130.9	1	1	1	1	1	SRR1293053
ALL	ENSG00000169764.15	UGP2	ENST00000493222.5	ENST00000337130.9	0	1	1	1	1	SRR1797128
ALL	ENSG00000169764.15	UGP2	ENST00000494536.5	ENST00000475550.5	0	0	0	1	0	SRR5912871
ALL	ENSG00000197223.11	C1D	ENST00000407324.5	ENST00000470189.2	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000197223.11	C1D	ENST00000407324.5	ENST00000410067.7	1	1	1	1	1	SRR1292979,SRR1791102
ALL	ENSG00000197223.11	C1D	ENST00000355848.7	ENST00000485709.1	1	0	1	1	1	SRR1293029
ALL	ENSG00000197223.11	C1D	ENST00000479484.1	ENST00000485709.1	0	0	0	1	0	SRR5912876
ALL	ENSG00000135632.11	SMYD5	ENST00000389501.8	ENST00000486518.1	1	0	1	1	1	SRR1288051,SRR1292964,SRR1292980,SRR1293032
ALL	ENSG00000135632.11	SMYD5	ENST00000389501.8	ENST00000491204.1	1	0	1	1	1	SRR1293029,SRR5912871
ALL	ENSG00000135617.3	PRADC1	ENST00000258083.2	ENST00000470391.1	1	0	1	1	1	SRR1288028,SRR1288051,SRR1292964,SRR1292980,SRR1293050,SRR1791107
ALL	ENSG00000163013.11	FBXO41	ENST00000295133.9	ENST00000520186.1	1	0	1	1	1	SRR1288051,SRR1292964,SRR1292980,SRR1293032,SRR1293050,SRR1797099
ALL	ENSG00000204843.12	DCTN1	ENST00000466110.5	ENST00000477966.1	0	0	0	1	0	SRR1288051,SRR1292964
ALL	ENSG00000204843.12	DCTN1	ENST00000495895.1	ENST00000466110.5	0	0	0	1	0	SRR1293029
ALL	ENSG00000204843.12	DCTN1	ENST00000466110.5	ENST00000492717.1	0	0	0	1	0	SRR1797119
ALL	ENSG00000204843.12	DCTN1	ENST00000462813.1	ENST00000434055.5	0	0	0	1	0	SRR5912867
ALL	ENSG00000204843.12	DCTN1	ENST00000409438.5	ENST00000434055.5	1	0	1	1	1	SRR5912871
ALL	ENSG00000152291.13	TGOLN2	ENST00000398263.6	ENST00000444342.2	1	1	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000152291.13	TGOLN2	ENST00000398263.6	ENST00000377386.7	1	1	1	1	1	SRR1288055,SRR1797103
ALL	ENSG00000152291.13	TGOLN2	ENST00000444342.2	ENST00000409232.7	1	1	1	1	1	SRR1292980
ALL	ENSG00000152291.13	TGOLN2	ENST00000409232.7	ENST00000444342.2	1	1	1	1	1	SRR1293029
ALL	ENSG00000168906.12	MAT2A	ENST00000306434.7	ENST00000469221.5	1	0	1	1	1	SRR1288051,SRR1292964,SRR1791015
ALL	ENSG00000168906.12	MAT2A	ENST00000306434.7	ENST00000481412.5	1	0	1	1	1	SRR1292980
ALL	ENSG00000168906.12	MAT2A	ENST00000409017.1	ENST00000469221.5	1	0	1	1	1	SRR1293034
ALL	ENSG00000168906.12	MAT2A	ENST00000306434.7	ENST00000490878.1	1	0	1	1	1	SRR5912871
ALL	ENSG00000115548.16	KDM3A	ENST00000409064.5	ENST00000463013.1	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000115548.16	KDM3A	ENST00000409064.5	ENST00000498528.1	1	0	1	1	1	SRR5912871,SRR5912876
ALL	ENSG00000115548.16	KDM3A	ENST00000491383.5	ENST00000462197.1	0	0	0	1	0	SRR1293029
ALL	ENSG00000115548.16	KDM3A	ENST00000488971.1	ENST00000312912.9	0	1	1	1	1	SRR1797081
ALL	ENSG00000115652.14	UXS1	ENST00000473338.1	ENST00000409032.5	0	1	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000115652.14	UXS1	ENST00000497604.1	ENST00000409032.5	0	1	1	1	1	SRR1292980,SRR5912867
ALL	ENSG00000115652.14	UXS1	ENST00000409032.5	ENST00000497604.1	1	0	1	1	1	SRR1293029,SRR1293032
ALL	ENSG00000163161.12	ERCC3	ENST00000285398.6	ENST00000445889.5	1	0	1	1	1	SRR1288051,SRR1292980
ALL	ENSG00000163161.12	ERCC3	ENST00000285398.6	ENST00000491292.5	1	0	1	1	1	SRR1292964,SRR1293029
ALL	ENSG00000163161.12	ERCC3	ENST00000285398.6	ENST00000462306.5	1	0	1	1	1	SRR1293032,SRR5912871
ALL	ENSG00000136710.9	CCDC115	ENST00000442217.5	ENST00000465315.1	0	0	0	1	0	SRR1292980,SRR1293029,SRR1293032
ALL	ENSG00000136710.9	CCDC115	ENST00000259229.6	ENST00000465315.1	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000136710.9	CCDC115	ENST00000259229.6	ENST00000409127.1	1	1	1	1	1	SRR5912871
ALL	ENSG00000072135.12	PTPN18	ENST00000483617.5	ENST00000420717.5	0	0	0	1	0	SRR1288051,SRR1293029
ALL	ENSG00000072135.12	PTPN18	ENST00000483617.5	ENST00000428843.5	0	0	0	1	0	SRR1292964
ALL	ENSG00000072135.12	PTPN18	ENST00000483617.5	ENST00000490137.1	0	0	0	1	0	SRR1292980
ALL	ENSG00000072135.12	PTPN18	ENST00000479295.1	ENST00000420717.5	0	0	0	1	0	SRR5912867
ALL	ENSG00000072135.12	PTPN18	ENST00000420717.5	ENST00000481492.1	0	0	0	1	0	SRR5912871
ALL	ENSG00000162980.16	ARL5A	ENST00000295087.12	ENST00000487723.1	1	0	1	1	1	SRR5912867,SRR5912871,SRR5912876
ALL	ENSG00000162980.16	ARL5A	ENST00000295087.12	ENST00000428992.2	1	1	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000162980.16	ARL5A	ENST00000295087.12	ENST00000487818.1	1	0	1	1	1	SRR1293032
ALL	ENSG00000136536.14	MARCH7	ENST00000409175.5	ENST00000461582.1	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000136536.14	MARCH7	ENST00000539065.5	ENST00000409175.5	1	1	1	1	1	SRR5912871,SRR5912876
ALL	ENSG00000136536.14	MARCH7	ENST00000539065.5	ENST00000259050.8	1	1	1	1	1	SRR1288079
ALL	ENSG00000136536.14	MARCH7	ENST00000539065.5	ENST00000409591.5	1	1	1	1	1	SRR5912867
ALL	ENSG00000138385.15	SSB	ENST00000260956.8	ENST00000413002.5	1	0	1	1	1	SRR1292964,SRR5912867,SRR5912871
ALL	ENSG00000138385.15	SSB	ENST00000260956.8	ENST00000409333.1	1	1	0	1	0	SRR1293029,SRR1293032
ALL	ENSG00000138385.15	SSB	ENST00000260956.8	ENST00000461708.1	1	0	1	1	1	SRR1288051
ALL	ENSG00000128708.12	HAT1	ENST00000412731.5	ENST00000392584.2	0	0	0	1	0	SRR1288051,SRR1292964
ALL	ENSG00000128708.12	HAT1	ENST00000457761.6	ENST00000392584.2	0	0	0	1	0	SRR1293029
ALL	ENSG00000128708.12	HAT1	ENST00000264108.4	ENST00000460481.1	1	0	1	1	1	SRR1293032
ALL	ENSG00000128708.12	HAT1	ENST00000460481.1	ENST00000494601.5	0	0	0	1	0	SRR1797106
ALL	ENSG00000128708.12	HAT1	ENST00000264108.4	ENST00000494601.5	1	0	1	1	1	SRR5912871
ALL	ENSG00000180228.12	PRKRA	ENST00000424699.5	ENST00000460433.5	0	0	0	1	0	SRR1288051,SRR1292964
ALL	ENSG00000180228.12	PRKRA	ENST00000325748.8	ENST00000463882.1	1	0	1	1	1	SRR5912871,SRR5912876
ALL	ENSG00000180228.12	PRKRA	ENST00000490501.5	ENST00000424699.5	0	0	0	1	0	SRR1292980
ALL	ENSG00000180228.12	PRKRA	ENST00000432031.6	ENST00000474793.5	1	0	1	1	1	SRR1293032
ALL	ENSG00000115368.9	WDR75	ENST00000314761.8	ENST00000475596.1	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000115368.9	WDR75	ENST00000427960.5	ENST00000472286.5	0	0	0	1	0	SRR5912867,SRR5912876
ALL	ENSG00000115368.9	WDR75	ENST00000314761.8	ENST00000427960.5	1	0	1	1	1	SRR1797128
ALL	ENSG00000115368.9	WDR75	ENST00000314761.8	ENST00000472286.5	1	0	1	1	1	SRR5912871
ALL	ENSG00000138381.9	ASNSD1	ENST00000260952.8	ENST00000607829.5	1	1	1	1	1	SRR1288018,SRR1791015,SRR1791064
ALL	ENSG00000138381.9	ASNSD1	ENST00000260952.8	ENST00000607690.1	1	1	1	1	1	SRR1288051,SRR1292964,SRR5912871
ALL	ENSG00000115414.18	FN1	ENST00000446046.5	ENST00000494446.1	1	0	1	1	1	SRR1288029,SRR1791098
ALL	ENSG00000115414.18	FN1	ENST00000461974.1	ENST00000446046.5	0	1	1	1	1	SRR1288031,SRR1797084
ALL	ENSG00000115414.18	FN1	ENST00000485567.1	ENST00000460217.1	0	0	0	1	0	SRR1293055
ALL	ENSG00000115414.18	FN1	ENST00000485567.1	ENST00000494446.1	0	0	0	1	0	SRR1791107
ALL	ENSG00000079246.15	XRCC5	ENST00000485763.1	ENST00000493706.1	0	0	0	1	0	SRR1288051,SRR1292964
ALL	ENSG00000079246.15	XRCC5	ENST00000493706.1	ENST00000460284.5	0	0	0	1	0	SRR1293029
ALL	ENSG00000079246.15	XRCC5	ENST00000460284.5	ENST00000485763.1	0	0	0	1	0	SRR1293032
ALL	ENSG00000079246.15	XRCC5	ENST00000392132.6	ENST00000471649.1	1	0	1	1	1	SRR5912867
ALL	ENSG00000079246.15	XRCC5	ENST00000392132.6	ENST00000476360.1	1	0	1	1	1	SRR5912871
ALL	ENSG00000198925.10	ATG9A	ENST00000396761.6	ENST00000361242.8	1	1	0	1	1	SRR1288051,SRR1292964,SRR1293032
ALL	ENSG00000198925.10	ATG9A	ENST00000488833.1	ENST00000361242.8	0	1	1	1	1	SRR1293029,SRR1791118
ALL	ENSG00000198925.10	ATG9A	ENST00000396761.6	ENST00000466217.5	1	0	1	1	1	SRR5912871
ALL	ENSG00000153827.13	TRIP12	ENST00000487178.1	ENST00000477441.1	0	0	0	1	0	SRR1288051,SRR1292964
ALL	ENSG00000153827.13	TRIP12	ENST00000283943.9	ENST00000459841.1	1	0	1	1	1	SRR1797119
ALL	ENSG00000153827.13	TRIP12	ENST00000283943.9	ENST00000470302.5	1	0	1	1	1	SRR5912867
ALL	ENSG00000153827.13	TRIP12	ENST00000479037.5	ENST00000470302.5	0	0	0	1	0	SRR5912871
ALL	ENSG00000153827.13	TRIP12	ENST00000479037.5	ENST00000389045.7	0	1	1	1	1	SRR5912876
ALL	ENSG00000124831.18	LRRFIP1	ENST00000244815.9	ENST00000473815.1	1	0	1	1	1	SRR5912871,SRR5912876
ALL	ENSG00000124831.18	LRRFIP1	ENST00000498053.5	ENST00000483443.1	0	0	0	1	0	SRR1288051
ALL	ENSG00000124831.18	LRRFIP1	ENST00000498053.5	ENST00000392000.4	0	1	1	1	1	SRR1292964
ALL	ENSG00000124831.18	LRRFIP1	ENST00000464608.5	ENST00000498053.5	0	0	0	1	0	SRR1292980
ALL	ENSG00000124831.18	LRRFIP1	ENST00000244815.9	ENST00000289175.10	1	1	1	1	1	SRR5912867
ALL	ENSG00000132326.11	PER2	ENST00000254657.7	ENST00000355768.6	1	0	1	1	1	SRR1288051,SRR1292964,SRR1292980,SRR5912867,SRR5912871,SRR5912876
ALL	ENSG00000168385.17	SEPT2	ENST00000475474.5	ENST00000481500.1	0	0	0	1	0	SRR1288051
ALL	ENSG00000168385.17	SEPT2	ENST00000484740.1	ENST00000475823.5	0	0	0	1	0	SRR1292964
ALL	ENSG00000168385.17	SEPT2	ENST00000482304.5	ENST00000360051.7	0	1	1	1	1	SRR1292980
ALL	ENSG00000168385.17	SEPT2	ENST00000402092.6	ENST00000391973.6	1	1	0	1	1	SRR1293034
ALL	ENSG00000168385.17	SEPT2	ENST00000484740.1	ENST00000402092.6	0	1	1	1	1	SRR1293055
ALL	ENSG00000168385.17	SEPT2	ENST00000481500.1	ENST00000391973.6	0	1	1	1	1	SRR1797128
ALL	ENSG00000176946.11	THAP4	ENST00000321679.4	ENST00000612200.1	0	1	1	1	1	SRR1288051,SRR1292964,SRR1292980,SRR1293029
ALL	ENSG00000176946.11	THAP4	ENST00000407315.5	ENST00000402136.5	1	1	1	1	0	SRR1293032,SRR1797122
ALL	ENSG00000157020.17	SEC13	ENST00000350697.7	ENST00000397105.7	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000157020.17	SEC13	ENST00000492602.5	ENST00000397109.7	0	1	1	1	1	SRR1293032
ALL	ENSG00000157020.17	SEC13	ENST00000490283.1	ENST00000476597.1	0	0	0	1	0	SRR1797119
ALL	ENSG00000157020.17	SEC13	ENST00000350697.7	ENST00000397101.5	1	0	1	1	1	SRR5912871
ALL	ENSG00000157020.17	SEC13	ENST00000477547.6	ENST00000397101.5	0	0	0	1	0	SRR5912876
ALL	ENSG00000225733.5	FGD5-AS1	ENST00000424349.1	ENST00000430166.5	0	0	0	1	0	SRR1288051
ALL	ENSG00000225733.5	FGD5-AS1	ENST00000424349.1	ENST00000417835.1	0	0	0	1	0	SRR1292964
ALL	ENSG00000225733.5	FGD5-AS1	ENST00000430166.5	ENST00000426200.1	0	0	0	1	0	SRR1292980
ALL	ENSG00000225733.5	FGD5-AS1	ENST00000417835.1	ENST00000430166.5	0	0	0	1	0	SRR1293029
ALL	ENSG00000225733.5	FGD5-AS1	ENST00000424349.1	ENST00000440079.1	0	0	0	1	0	SRR5912871
ALL	ENSG00000225733.5	FGD5-AS1	ENST00000430166.5	ENST00000440079.1	0	0	0	1	0	SRR5912876
ALL	ENSG00000182568.16	SATB1	ENST00000454909.6	ENST00000467628.1	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000182568.16	SATB1	ENST00000476178.1	ENST00000417717.6	0	1	1	1	1	SRR1288040
ALL	ENSG00000182568.16	SATB1	ENST00000454909.6	ENST00000493952.2	1	1	1	1	1	SRR1292980
ALL	ENSG00000182568.16	SATB1	ENST00000482788.1	ENST00000417717.6	0	1	1	1	1	SRR5912871
ALL	ENSG00000182568.16	SATB1	ENST00000454909.6	ENST00000417717.6	1	1	1	1	0	SRR5912876
ALL	ENSG00000144635.8	DYNC1LI1	ENST00000273130.8	ENST00000472985.1	1	0	1	1	1	SRR1288079,SRR1293047
ALL	ENSG00000144635.8	DYNC1LI1	ENST00000273130.8	ENST00000481915.5	1	0	1	1	1	SRR1791094,SRR1797119
ALL	ENSG00000144635.8	DYNC1LI1	ENST00000432458.6	ENST00000475193.1	1	0	1	1	1	SRR5912867
ALL	ENSG00000144635.8	DYNC1LI1	ENST00000273130.8	ENST00000475193.1	1	0	1	1	1	SRR5912871
ALL	ENSG00000170248.13	PDCD6IP	ENST00000457054.6	ENST00000495235.2	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000170248.13	PDCD6IP	ENST00000494810.1	ENST00000457054.6	0	1	1	1	1	SRR1292957
ALL	ENSG00000170248.13	PDCD6IP	ENST00000495235.2	ENST00000457054.6	0	1	1	1	1	SRR1293029
ALL	ENSG00000170248.13	PDCD6IP	ENST00000459659.1	ENST00000307296.7	0	1	1	1	1	SRR1293034
ALL	ENSG00000170248.13	PDCD6IP	ENST00000459659.1	ENST00000430877.5	0	0	0	1	0	SRR5912871
ALL	ENSG00000163812.13	ZDHHC3	ENST00000424952.6	ENST00000466084.1	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000163812.13	ZDHHC3	ENST00000424952.6	ENST00000296127.7	1	1	1	1	1	SRR1293029,SRR1293032
ALL	ENSG00000163812.13	ZDHHC3	ENST00000424952.6	ENST00000479314.1	1	0	1	1	1	SRR5912871,SRR5912876
ALL	ENSG00000172053.17	QARS	ENST00000414533.5	ENST00000635375.1	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000172053.17	QARS	ENST00000634724.1	ENST00000414533.5	0	1	1	1	1	SRR1293029,SRR1293032
ALL	ENSG00000172053.17	QARS	ENST00000478561.5	ENST00000634724.1	0	0	0	1	0	SRR1292980
ALL	ENSG00000172053.17	QARS	ENST00000497635.5	ENST00000306125.11	0	1	1	1	1	SRR1293055
ALL	ENSG00000145022.4	TCTA	ENST00000273590.3	ENST00000487432.1	1	0	1	1	1	SRR1288051,SRR1292964,SRR1797128
ALL	ENSG00000145022.4	TCTA	ENST00000273590.3	ENST00000493381.1	1	0	1	1	1	SRR1791047,SRR1791068
ALL	ENSG00000145022.4	TCTA	ENST00000273590.3	ENST00000488385.1	1	0	1	1	1	SRR5912867
ALL	ENSG00000180353.10	HCLS1	ENST00000314583.7	ENST00000479994.1	1	0	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000180353.10	HCLS1	ENST00000314583.7	ENST00000473883.5	1	0	1	1	1	SRR1797071,SRR1797119
ALL	ENSG00000180353.10	HCLS1	ENST00000487290.5	ENST00000491824.1	0	0	0	1	0	SRR1292980
ALL	ENSG00000180353.10	HCLS1	ENST00000487290.5	ENST00000479994.1	0	0	0	1	0	SRR1797128
ALL	ENSG00000173200.12	PARP15	ENST00000483793.5	ENST00000464300.6	1	1	1	1	1	SRR1288020,SRR1293034
ALL	ENSG00000173200.12	PARP15	ENST00000483793.5	ENST00000493645.1	1	1	1	1	1	SRR1292964,SRR1292980
ALL	ENSG00000173200.12	PARP15	ENST00000483793.5	ENST00000310366.8	1	1	1	1	1	SRR1288055
ALL	ENSG00000173200.12	PARP15	ENST00000483793.5	ENST00000465304.5	1	0	1	1	1	SRR1797128
ALL	ENSG00000058262.9	SEC61A1	ENST00000243253.7	ENST00000483956.1	1	0	1	1	1	SRR1288051,SRR1292964,SRR1293029,SRR1293032,SRR1791086
ALL	ENSG00000058262.9	SEC61A1	ENST00000424880.2	ENST00000498837.1	1	0	1	1	1	SRR1292980
ALL	ENSG00000075785.12	RAB7A	ENST00000265062.7	ENST00000483906.5	1	1	1	1	1	SRR5912867,SRR5912871
ALL	ENSG00000075785.12	RAB7A	ENST00000265062.7	ENST00000491681.1	1	0	1	1	1	SRR1288051
ALL	ENSG00000075785.12	RAB7A	ENST00000265062.7	ENST00000485280.1	1	1	1	1	1	SRR1292964
ALL	ENSG00000075785.12	RAB7A	ENST00000491681.1	ENST00000482525.5	0	1	1	1	1	SRR1293053
ALL	ENSG00000075785.12	RAB7A	ENST00000482525.5	ENST00000483906.5	1	1	1	1	1	SRR5912876
ALL	ENSG00000091527.15	CDV3	ENST00000264993.7	ENST00000420115.6	1	1	1	1	1	SRR1292979,SRR1293058,SRR1797083
ALL	ENSG00000091527.15	CDV3	ENST00000264993.7	ENST00000508481.5	1	1	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000091527.15	CDV3	ENST00000508481.5	ENST00000515421.1	1	1	1	1	1	SRR1292980
ALL	ENSG00000129055.12	ANAPC13	ENST00000354910.9	ENST00000503439.1	1	0	1	1	1	SRR1288051,SRR1292964,SRR5912871
ALL	ENSG00000129055.12	ANAPC13	ENST00000354910.9	ENST00000511751.1	1	1	0	1	1	SRR5912867,SRR5912876
ALL	ENSG00000129055.12	ANAPC13	ENST00000514612.5	ENST00000510994.5	1	1	0	1	1	SRR1293029
ALL	ENSG00000114120.11	SLC25A36	ENST00000446041.6	ENST00000453248.6	1	1	1	1	1	SRR1288051,SRR1292964
ALL	ENSG00000114120.11	SLC25A36	ENST00000507429.5	ENST00000511757.1	1	0	1	1	1	SRR5912867,SRR5912876
ALL	ENSG00000114120.11	SLC25A36	ENST00000502594.5	ENST00000514629.1	0	0	0	1	0	SRR1292980
ALL	ENSG00000114120.11	SLC25A36	ENST00000507429.5	ENST00000502756.1	1	0	1	1	1	SRR5912871
ALL	ENSG00000188313.12	PLSCR1	ENST00000469266.1	ENST00000488253.5	0	0	0	1	0	SRR1288051,SRR1292964
ALL	ENSG00000188313.12	PLSCR1	ENST00000488253.5	ENST00000490745.5	0	0	0	1	0	SRR1791047
ALL	ENSG00000188313.12	PLSCR1	ENST00000477974.1	ENST00000490745.5	0	0	0	1	0	SRR5912867
ALL	ENSG00000188313.12	PLSCR1	ENST00000469266.1	ENST00000477974.1	0	0	0	1	0	SRR5912871
ALL	ENSG00000188313.12	PLSCR1	ENST00000494568.5	ENST00000448787.6	0	1	1	1	1	SRR5912876
ALL	ENSG00000114209.14	PDCD10	ENST00000392750.6	ENST00000461494.5	1	1	0	1	1	SRR1288051,SRR1292964
ALL	ENSG00000114209.14	PDCD10	ENST00000461494.5	ENST00000392750.6	1	1	0	1	1	SRR1293032
ALL	ENSG00000114209.14	PDCD10	ENST00000497056.6	ENST00000462830.1	1	0	1	1	1	SRR1293047
