Experiment	GeneId	Control_transcript	Case_transcript	Other_gene	Other_symbol	Other_transcript	What	#nDDIs	#tDDIs	#BothDDIs	nDDIs	tDDIs	BothDDIs
ALL	ENSG00000138757.14	ENST00000513927.1	ENST00000359707.8	ENSG00000168488.18	ATXN2L	ENST00000340394.12	Gained_in_cases	0	1	0		PF00076@PF07145	
ALL	ENSG00000138757.14	ENST00000513927.1	ENST00000359707.8	ENSG00000145907.14	G3BP1	ENST00000394123.7	Gained_in_cases	0	4	0		PF02136@PF00076;PF02136@PF02136;PF00076@PF00076;PF00076@PF02136	
ALL	ENSG00000138757.14	ENST00000513927.1	ENST00000359707.8	ENSG00000145907.14	G3BP1	ENST00000522367.5	Gained_in_cases	0	2	0		PF02136@PF02136;PF00076@PF02136	
ALL	ENSG00000138757.14	ENST00000513927.1	ENST00000359707.8	ENSG00000145907.14	G3BP1	ENST00000356245.7	Gained_in_cases	0	4	0		PF02136@PF00076;PF02136@PF02136;PF00076@PF00076;PF00076@PF02136	
ALL	ENSG00000138757.14	ENST00000513927.1	ENST00000359707.8	ENSG00000135679.22	MDM2	ENST00000299252.8	Gained_in_cases	0	1	0		PF00076@PF00641	
ALL	ENSG00000138757.14	ENST00000513927.1	ENST00000359707.8	ENSG00000121060.16	TRIM25	ENST00000316881.8	Gained_in_cases	0	1	0		PF00076@PF00622	
ALL	ENSG00000138757.14	ENST00000513927.1	ENST00000359707.8	ENSG00000135679.22	MDM2	ENST00000258149.9	Gained_in_cases	0	1	0		PF00076@PF00641	
ALL	ENSG00000138757.14	ENST00000513927.1	ENST00000359707.8	ENSG00000135679.22	MDM2	ENST00000393413.7	Gained_in_cases	0	1	0		PF00076@PF00641	
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000072803.17	FBXW11	ENST00000393802.6	Unaffected	0	0	1			PF00076@PF00400
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000135486.17	HNRNPA1	ENST00000547566.5	Unaffected	0	0	1			PF00076@PF00076
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000096746.17	HNRNPH3	ENST00000265866.11	Unaffected	0	0	1			PF00076@PF00076
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000072803.17	FBXW11	ENST00000296933.10	Unaffected	0	0	1			PF00076@PF00400
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000158290.16	CUL4B	ENST00000404115.7	Unaffected	0	0	1			PF00076@PF00888
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000135486.17	HNRNPA1	ENST00000546500.5	Unaffected	0	0	1			PF00076@PF00076
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000122566.20	HNRNPA2B1	ENST00000354667.8	Unaffected	0	0	1			PF00076@PF00076
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000135486.17	HNRNPA1	ENST00000340913.10	Unaffected	0	0	1			PF00076@PF00076
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000158290.16	CUL4B	ENST00000371322.9	Unaffected	0	0	1			PF00076@PF00888
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000072803.17	FBXW11	ENST00000265094.9	Unaffected	0	0	1			PF00076@PF00400
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000135486.17	HNRNPA1	ENST00000547276.5	Unaffected	0	0	1			PF00076@PF00076
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000096746.17	HNRNPH3	ENST00000354695.5	Unaffected	0	0	1			PF00076@PF00076
ALL	ENSG00000152795.17	ENST00000602300.5	ENST00000507721.5	ENSG00000122566.20	HNRNPA2B1	ENST00000356674.7	Unaffected	0	0	1			PF00076@PF00076
ALL	ENSG00000138674.16	ENST00000311785.11	ENST00000264405.9	ENSG00000157020.17	SEC13	ENST00000337354.8	Unaffected	0	0	1			PF12931@PF00400
ALL	ENSG00000138674.16	ENST00000311785.11	ENST00000264405.9	ENSG00000157020.17	SEC13	ENST00000397109.7	Unaffected	0	0	1			PF12931@PF00400
ALL	ENSG00000138674.16	ENST00000311785.11	ENST00000264405.9	ENSG00000157020.17	SEC13	ENST00000383801.6	Unaffected	0	0	1			PF12931@PF00400
ALL	ENSG00000138674.16	ENST00000311785.11	ENST00000264405.9	ENSG00000157020.17	SEC13	ENST00000350697.7	Unaffected	0	0	1			PF12931@PF00400
ALL	ENSG00000151790.8	ENST00000509738.1	ENST00000536354.2	ENSG00000151790.8	TDO2	ENST00000536354.2	Gained_in_cases	0	1	0		PF03301@PF03301	
ALL	ENSG00000063438.16	ENST00000506456.1	ENST00000316418.9	ENSG00000143437.20	ARNT	ENST00000515192.5	Gained_in_cases	0	5	0		PF00010@PF00989;PF00989@PF00010;PF00989@PF00989;PF00010@PF00010;PF00989@PF14598	
ALL	ENSG00000063438.16	ENST00000506456.1	ENST00000316418.9	ENSG00000143437.20	ARNT	ENST00000505755.5	Gained_in_cases	0	5	0		PF00010@PF00989;PF00989@PF00010;PF00989@PF00989;PF00010@PF00010;PF00989@PF14598	
ALL	ENSG00000063438.16	ENST00000506456.1	ENST00000316418.9	ENSG00000143437.20	ARNT	ENST00000471844.6	Gained_in_cases	0	6	0		PF00010@PF00989;PF00010@PF08447;PF00989@PF00010;PF00989@PF00989;PF00010@PF00010;PF00989@PF08447	
ALL	ENSG00000063438.16	ENST00000506456.1	ENST00000316418.9	ENSG00000143437.20	ARNT	ENST00000354396.6	Gained_in_cases	0	5	0		PF00010@PF00989;PF00989@PF00010;PF00989@PF00989;PF00010@PF00010;PF00989@PF14598	
ALL	ENSG00000063438.16	ENST00000506456.1	ENST00000316418.9	ENSG00000143437.20	ARNT	ENST00000358595.9	Gained_in_cases	0	5	0		PF00010@PF00989;PF00989@PF00010;PF00989@PF00989;PF00010@PF00010;PF00989@PF14598	
ALL	ENSG00000154124.4	ENST00000284274.4	ENST00000508678.1	ENSG00000150991.14	UBC	ENST00000339647.5	Lost_in_cases	1	0	0	PF16218@PF00240		
ALL	ENSG00000113387.11	ENST00000515355.5	ENST00000506237.5	ENSG00000113387.11	SUB1	ENST00000512913.5	Unaffected	0	0	1			PF02229@PF02229
ALL	ENSG00000113387.11	ENST00000515355.5	ENST00000506237.5	ENSG00000113387.11	SUB1	ENST00000515355.5	Unaffected	0	0	1			PF02229@PF02229
ALL	ENSG00000113387.11	ENST00000515355.5	ENST00000506237.5	ENSG00000113387.11	SUB1	ENST00000265073.8	Unaffected	0	0	1			PF02229@PF02229
ALL	ENSG00000113387.11	ENST00000515355.5	ENST00000506237.5	ENSG00000113387.11	SUB1	ENST00000506237.5	Unaffected	0	0	1			PF02229@PF02229
ALL	ENSG00000155545.19	ENST00000452157.5	ENST00000381226.7	ENSG00000116478.11	HDAC1	ENST00000373548.7	Gained_in_cases	0	2	0		PF00249@PF00850;PF01448@PF00850	
ALL	ENSG00000145741.15	ENST00000335895.12	ENST00000512257.1	ENSG00000196531.10	NACA	ENST00000356769.7	Lost_in_cases	1	0	0	PF01849@PF01849		
ALL	ENSG00000145741.15	ENST00000335895.12	ENST00000512257.1	ENSG00000196531.10	NACA	ENST00000550952.5	Lost_in_cases	1	0	0	PF01849@PF01849		
ALL	ENSG00000145741.15	ENST00000335895.12	ENST00000512257.1	ENSG00000196531.10	NACA	ENST00000393891.8	Lost_in_cases	1	0	0	PF01849@PF01849		
ALL	ENSG00000145741.15	ENST00000335895.12	ENST00000512257.1	ENSG00000196531.10	NACA	ENST00000546392.5	Lost_in_cases	1	0	0	PF01849@PF01849		
ALL	ENSG00000145741.15	ENST00000335895.12	ENST00000512257.1	ENSG00000196531.10	NACA	ENST00000552540.5	Lost_in_cases	1	0	0	PF01849@PF01849		
ALL	ENSG00000145703.15	ENST00000502745.5	ENST00000396234.7	ENSG00000136238.17	RAC1	ENST00000348035.8	Unaffected	0	0	1			PF00616@PF00071
ALL	ENSG00000145703.15	ENST00000502745.5	ENST00000396234.7	ENSG00000070831.15	CDC42	ENST00000315554.12	Unaffected	0	0	1			PF00616@PF00071
ALL	ENSG00000145703.15	ENST00000502745.5	ENST00000396234.7	ENSG00000070831.15	CDC42	ENST00000344548.7	Unaffected	0	0	1			PF00616@PF00071
ALL	ENSG00000145703.15	ENST00000502745.5	ENST00000396234.7	ENSG00000136238.17	RAC1	ENST00000356142.4	Unaffected	0	0	1			PF00616@PF00071
ALL	ENSG00000152422.15	ENST00000282268.7	ENST00000542685.5	ENSG00000174405.13	LIG4	ENST00000405925.2	Lost_in_cases	2	0	0	PF06632@PF00533;PF06632@PF11411		
ALL	ENSG00000152422.15	ENST00000282268.7	ENST00000542685.5	ENSG00000187736.12	NHEJ1	ENST00000356853.9	Lost_in_cases	1	0	0	PF06632@PF09302		
ALL	ENSG00000152422.15	ENST00000282268.7	ENST00000542685.5	ENSG00000174405.13	LIG4	ENST00000614526.1	Lost_in_cases	2	0	0	PF06632@PF00533;PF06632@PF11411		
ALL	ENSG00000152422.15	ENST00000282268.7	ENST00000542685.5	ENSG00000174405.13	LIG4	ENST00000356922.5	Lost_in_cases	2	0	0	PF06632@PF00533;PF06632@PF11411		
ALL	ENSG00000152422.15	ENST00000282268.7	ENST00000542685.5	ENSG00000152422.15	XRCC4	ENST00000511817.1	Lost_in_cases	1	0	0	PF06632@PF06632		
ALL	ENSG00000152422.15	ENST00000282268.7	ENST00000542685.5	ENSG00000152422.15	XRCC4	ENST00000282268.7	Lost_in_cases	1	0	0	PF06632@PF06632		
ALL	ENSG00000152422.15	ENST00000282268.7	ENST00000542685.5	ENSG00000152422.15	XRCC4	ENST00000338635.10	Lost_in_cases	1	0	0	PF06632@PF06632		
ALL	ENSG00000152422.15	ENST00000282268.7	ENST00000542685.5	ENSG00000174405.13	LIG4	ENST00000442234.5	Lost_in_cases	2	0	0	PF06632@PF00533;PF06632@PF11411		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000168385.17	SEPT2	ENST00000391971.6	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000184702.18	SEPT5	ENST00000455843.5	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000186522.14	SEPT10	ENST00000397712.6	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000168385.17	SEPT2	ENST00000360051.7	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000184702.18	SEPT5	ENST00000431044.5	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000184702.18	SEPT5	ENST00000438754.6	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000168385.17	SEPT2	ENST00000401990.5	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000058091.16	CDK14	ENST00000436577.3	Lost_in_cases	1	0	0	PF00735@PF00069		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000168385.17	SEPT2	ENST00000616972.4	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000122545.18	SEPT7	ENST00000435235.6	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000058091.16	CDK14	ENST00000406263.5	Lost_in_cases	1	0	0	PF00735@PF00069		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000186522.14	SEPT10	ENST00000397714.6	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000184702.18	SEPT5	ENST00000455784.6	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000168385.17	SEPT2	ENST00000402092.6	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000058091.16	CDK14	ENST00000265741.7	Lost_in_cases	1	0	0	PF00735@PF00069		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000186522.14	SEPT10	ENST00000356688.8	Lost_in_cases	1	0	0	PF00735@PF00735		
ALL	ENSG00000164402.13	ENST00000378701.5	ENST00000481030.1	ENSG00000058091.16	CDK14	ENST00000380050.7	Lost_in_cases	1	0	0	PF00735@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000141736.13	ERBB2	ENST00000269571.9	Lost_in_cases	1	0	0	PF00012@PF00757		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000097007.17	ABL1	ENST00000372348.6	Lost_in_cases	1	0	0	PF00012@PF00018		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000173039.18	RELA	ENST00000406246.7	Lost_in_cases	1	0	0	PF00012@PF00554		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000166170.9	BAG5	ENST00000337322.4	Lost_in_cases	1	0	0	PF00012@PF02179		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000158828.7	PINK1	ENST00000321556.4	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000184216.13	IRAK1	ENST00000369980.7	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000103266.10	STUB1	ENST00000564370.5	Lost_in_cases	1	0	0	PF00012@PF12895		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000173039.18	RELA	ENST00000529389.5	Lost_in_cases	1	0	0	PF00012@PF00554		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000102580.14	DNAJC3	ENST00000602402.5	Lost_in_cases	1	0	0	PF00012@PF00226		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000185345.18	PRKN	ENST00000366898.5	Lost_in_cases	1	0	0	PF00012@PF00240		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000103266.10	STUB1	ENST00000219548.8	Lost_in_cases	1	0	0	PF00012@PF12895		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000142168.14	SOD1	ENST00000270142.10	Lost_in_cases	1	0	0	PF00012@PF00080		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000109971.13	HSPA8	ENST00000534624.5	Lost_in_cases	1	0	0	PF00012@PF00012		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000120694.19	HSPH1	ENST00000602786.5	Lost_in_cases	1	0	0	PF00012@PF00012		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000248333.8	CDK11B	ENST00000340677.9	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000103266.10	STUB1	ENST00000565677.5	Lost_in_cases	1	0	0	PF00012@PF12895		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000141736.13	ERBB2	ENST00000584450.5	Lost_in_cases	1	0	0	PF00012@PF00757		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000109971.13	HSPA8	ENST00000534319.5	Lost_in_cases	1	0	0	PF00012@PF00012		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000146648.17	EGFR	ENST00000455089.5	Lost_in_cases	1	0	0	PF00012@PF00757		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000096384.19	HSP90AB1	ENST00000353801.7	Lost_in_cases	2	0	0	PF00012@PF02518;PF00012@PF00183		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000248333.8	CDK11B	ENST00000407249.7	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000173039.18	RELA	ENST00000612991.4	Lost_in_cases	1	0	0	PF00012@PF00554		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000141736.13	ERBB2	ENST00000578199.5	Lost_in_cases	1	0	0	PF00012@PF00757		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000082701.14	GSK3B	ENST00000316626.5	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000151929.9	BAG3	ENST00000369085.7	Lost_in_cases	1	0	0	PF00012@PF02179		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000146648.17	EGFR	ENST00000275493.6	Lost_in_cases	1	0	0	PF00012@PF00757		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000166170.9	BAG5	ENST00000445922.2	Lost_in_cases	1	0	0	PF00012@PF02179		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000097007.17	ABL1	ENST00000318560.5	Lost_in_cases	1	0	0	PF00012@PF00018		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000135924.15	DNAJB2	ENST00000336576.9	Lost_in_cases	1	0	0	PF00012@PF00226		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000173039.18	RELA	ENST00000308639.13	Lost_in_cases	1	0	0	PF00012@PF00554		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000185345.18	PRKN	ENST00000366897.5	Lost_in_cases	1	0	0	PF00012@PF00240		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000168259.14	DNAJC7	ENST00000316603.11	Lost_in_cases	1	0	0	PF00012@PF00226		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000120694.19	HSPH1	ENST00000320027.9	Lost_in_cases	1	0	0	PF00012@PF00012		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000146648.17	EGFR	ENST00000454757.6	Lost_in_cases	1	0	0	PF00012@PF00757		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000185345.18	PRKN	ENST00000366896.5	Lost_in_cases	1	0	0	PF00012@PF00240		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000107262.19	BAG1	ENST00000379704.7	Lost_in_cases	2	0	0	PF00012@PF02179;PF00012@PF00240		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000120868.13	APAF1	ENST00000551964.5	Lost_in_cases	1	0	0	PF00012@PF00400		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000132002.7	DNAJB1	ENST00000254322.2	Lost_in_cases	2	0	0	PF00012@PF01556;PF00012@PF00226		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000120694.19	HSPH1	ENST00000630972.2	Lost_in_cases	1	0	0	PF00012@PF00012		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000120868.13	APAF1	ENST00000547045.5	Lost_in_cases	1	0	0	PF00012@PF00400		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000120868.13	APAF1	ENST00000549007.1	Lost_in_cases	1	0	0	PF00012@PF00400		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000120694.19	HSPH1	ENST00000380405.7	Lost_in_cases	1	0	0	PF00012@PF00012		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000184216.13	IRAK1	ENST00000393687.6	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000146648.17	EGFR	ENST00000344576.6	Lost_in_cases	1	0	0	PF00012@PF00757		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000142168.14	SOD1	ENST00000389995.4	Lost_in_cases	1	0	0	PF00012@PF00080		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000080824.18	HSP90AA1	ENST00000334701.11	Lost_in_cases	2	0	0	PF00012@PF02518;PF00012@PF00183		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000184216.13	IRAK1	ENST00000369974.6	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000120868.13	APAF1	ENST00000359972.6	Lost_in_cases	1	0	0	PF00012@PF00400		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000080824.18	HSP90AA1	ENST00000216281.12	Lost_in_cases	2	0	0	PF00012@PF02518;PF00012@PF00183		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000166501.12	PRKCB	ENST00000303531.11	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000107262.19	BAG1	ENST00000641048.1	Lost_in_cases	2	0	0	PF00012@PF02179;PF00012@PF00240		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000168259.14	DNAJC7	ENST00000457167.8	Lost_in_cases	1	0	0	PF00012@PF00226		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000248333.8	CDK11B	ENST00000341832.10	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000173039.18	RELA	ENST00000525693.5	Lost_in_cases	1	0	0	PF00012@PF00554		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000120868.13	APAF1	ENST00000550527.5	Lost_in_cases	1	0	0	PF00012@PF00400		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000166170.9	BAG5	ENST00000299204.4	Lost_in_cases	1	0	0	PF00012@PF02179		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000104969.9	SGTA	ENST00000221566.6	Lost_in_cases	1	0	0	PF00012@PF00515		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000141736.13	ERBB2	ENST00000584601.5	Lost_in_cases	1	0	0	PF00012@PF00757		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000166501.12	PRKCB	ENST00000321728.11	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000132002.7	DNAJB1	ENST00000396969.8	Lost_in_cases	1	0	0	PF00012@PF01556		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000120694.19	HSPH1	ENST00000445273.6	Lost_in_cases	1	0	0	PF00012@PF00012		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000113312.10	TTC1	ENST00000231238.9	Lost_in_cases	1	0	0	PF00012@PF00515		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000135924.15	DNAJB2	ENST00000392086.8	Lost_in_cases	1	0	0	PF00012@PF00226		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000109971.13	HSPA8	ENST00000227378.7	Lost_in_cases	1	0	0	PF00012@PF00012		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000082701.14	GSK3B	ENST00000264235.12	Lost_in_cases	1	0	0	PF00012@PF00069		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000109971.13	HSPA8	ENST00000453788.6	Lost_in_cases	1	0	0	PF00012@PF00012		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000168259.14	DNAJC7	ENST00000426588.7	Lost_in_cases	1	0	0	PF00012@PF00226		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000146648.17	EGFR	ENST00000342916.7	Lost_in_cases	1	0	0	PF00012@PF00757		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000146648.17	EGFR	ENST00000420316.6	Lost_in_cases	1	0	0	PF00012@PF00757		
ALL	ENSG00000170606.14	ENST00000304858.6	ENST00000514825.1	ENSG00000107262.19	BAG1	ENST00000634734.1	Lost_in_cases	2	0	0	PF00012@PF02179;PF00012@PF00240		
ALL	ENSG00000113648.16	ENST00000423969.6	ENST00000508785.5	ENSG00000115163.14	CENPA	ENST00000335756.8	Lost_in_cases	1	0	0	PF01661@PF00125		
ALL	ENSG00000113648.16	ENST00000423969.6	ENST00000508785.5	ENSG00000115163.14	CENPA	ENST00000233505.12	Lost_in_cases	1	0	0	PF01661@PF00125		
ALL	ENSG00000113648.16	ENST00000423969.6	ENST00000508785.5	ENSG00000169621.9	APLF	ENST00000394342.2	Lost_in_cases	1	0	0	PF01661@PF00001		
ALL	ENSG00000113580.14	ENST00000424646.6	ENST00000415690.6	ENSG00000124151.18	NCOA3	ENST00000371997.3	Unaffected	0	0	4			PF00104@PF16279;PF00104@PF08832;PF00105@PF00989;PF00104@PF00989
ALL	ENSG00000113580.14	ENST00000424646.6	ENST00000415690.6	ENSG00000124151.18	NCOA3	ENST00000372004.7	Unaffected	0	0	4			PF00104@PF16279;PF00104@PF08832;PF00105@PF00989;PF00104@PF00989
ALL	ENSG00000113580.14	ENST00000424646.6	ENST00000415690.6	ENSG00000005339.14	CREBBP	ENST00000262367.9	Unaffected	0	0	2			PF00105@PF00439;PF00104@PF00439
ALL	ENSG00000113580.14	ENST00000424646.6	ENST00000415690.6	ENSG00000143190.21	POU2F1	ENST00000367866.6	Unaffected	0	0	2			PF00104@PF00046;PF00105@PF00046
ALL	ENSG00000113580.14	ENST00000424646.6	ENST00000415690.6	ENSG00000166949.15	SMAD3	ENST00000327367.8	Unaffected	0	0	1			PF00104@PF03166
ALL	ENSG00000113580.14	ENST00000424646.6	ENST00000415690.6	ENSG00000143164.15	DCAF6	ENST00000432587.6	Unaffected	0	0	2			PF00105@PF00400;PF00104@PF00400
ALL	ENSG00000113580.14	ENST00000424646.6	ENST00000415690.6	ENSG00000116478.11	HDAC1	ENST00000373548.7	Unaffected	0	0	2			PF00104@PF00850;PF00105@PF00850
ALL	ENSG00000113580.14	ENST00000424646.6	ENST00000415690.6	ENSG00000151623.14	NR3C2	ENST00000358102.7	Unaffected	0	0	5			PF02155@PF00104;PF00105@PF00105;PF00104@PF00105;PF00105@PF00104;PF00104@PF00104
ALL	ENSG00000113580.14	ENST00000424646.6	ENST00000415690.6	ENSG00000028277.21	POU2F2	ENST00000529067.5	Unaffected	0	0	2			PF00104@PF00046;PF00105@PF00046
ALL	ENSG00000113580.14	ENST00000424646.6	ENST00000415690.6	ENSG00000166949.15	SMAD3	ENST00000439724.7	Unaffected	0	0	1			PF00104@PF03166
